Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Ratios: (NASA FLT) / (Pool),Ratios: (Ba Pool) / (Pool),Ratios: (FLT Pool) / (Pool),Ratio Standard Errors [%]: (NASA FLT) / (Pool),Ratio Standard Errors [%]: (Ba Pool) / (Pool),Ratio Standard Errors [%]: (FLT Pool) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
False,IsMasterProtein,Q8C338,Isocitrate dehydrogenase [NADP] OS=Mus musculus GN=Idh1 PE=2 SV=1,90.7582938388626,50,194,50,1,422,47.515,6.93,1.03,0.87,1.06,22.54,10.06,5.93,,50,0,0.0,Green,217.58071008322
False,IsMasterProtein,A2AN08-5,Isoform 5 of E3 ubiquitin-protein ligase UBR4 OS=Mus musculus GN=Ubr4,20.5837173579109,84,120,79,1,5208,574.811,6.05,1.05,0.85,0.94,25.32,7.01,11.3,,84,0,0.0,Green,217.520887798399
False,IsMasterProtein,Q8K2B3,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Mus musculus GN=Sdha PE=1 SV=1",75.6024096385542,46,167,45,1,664,72.539,7.37,1.07,0.89,1.06,22.34,5.19,14.11,,46,0,0.0,Green,217.481644620532
False,IsMasterProtein,Q8CGK3,"Lon protease homolog, mitochondrial OS=Mus musculus GN=Lonp1 PE=1 SV=2",55.5321390937829,56,112,56,1,949,105.776,6.57,0.99,0.89,1.12,19.2,4.14,8.75,,56,0,0.0,Green,217.402217762383
False,IsMasterProtein,P48678,Prelamin-A/C OS=Mus musculus GN=Lmna PE=1 SV=2,67.3684210526316,54,122,53,1,665,74.193,6.98,0.97,0.83,1.06,24.96,6.85,2.43,,54,0,0.0,Green,216.777747460048
False,IsMasterProtein,Q8VCT4,Carboxylesterase 1D OS=Mus musculus GN=Ces1d PE=1 SV=1,71.858407079646,42,185,42,1,565,61.749,6.61,0.98,0.85,0.96,25.23,6.85,11.66,,42,0,0.0,Green,215.967884067864
False,IsMasterProtein,P49429,4-hydroxyphenylpyruvate dioxygenase OS=Mus musculus GN=Hpd PE=1 SV=3,88.5496183206107,41,248,41,1,393,45.026,7.06,0.98,0.87,1.01,18.89,6.75,7.29,,41,0,0.0,Green,215.790878751224
False,IsMasterProtein,Q3THE7,Putative uncharacterized protein OS=Mus musculus GN=Aldh9a1 PE=2 SV=1,84.8178137651822,42,161,41,1,494,53.479,7.21,0.98,0.87,1.07,19.84,5.77,9.11,,42,0,0.0,Green,215.220805276315
False,IsMasterProteinCandidate,Q9JLJ2,4-trimethylaminobutyraldehyde dehydrogenase OS=Mus musculus GN=Aldh9a1 PE=1 SV=1,84.8178137651822,42,161,41,1,494,53.48,6.98,0.98,0.87,1.07,19.84,5.77,9.11,,42,0,0.0,Green,215.220805276315
False,IsMasterProtein,Q8K010,5-oxoprolinase OS=Mus musculus GN=Oplah PE=1 SV=1,48.2919254658385,51,106,51,1,1288,137.525,6.28,0.97,0.84,1.11,22.83,7.03,10.64,,51,0,0.0,Green,215.156038298537
False,IsMasterProtein,Q6P5E4,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus GN=Uggt1 PE=1 SV=4,43.9071566731141,52,75,51,1,1551,176.323,5.62,1.08,0.89,0.99,27.33,11.7,19.81,,52,0,0.0,Green,212.731520785006
False,IsMasterProtein,Q60597,"2-oxoglutarate dehydrogenase, mitochondrial OS=Mus musculus GN=Ogdh PE=1 SV=3",58.1622678396872,53,102,51,1,1023,116.375,6.83,0.98,0.94,0.96,20.0,3.16,6.27,,53,0,0.0,Green,212.51599942607
False,IsMasterProtein,Q8BGQ7,"Alanine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Aars PE=1 SV=1",66.3223140495868,56,122,56,1,968,106.841,5.67,1.04,0.89,1.04,22.56,5.26,8.87,,56,0,0.0,Green,212.15043853056
False,IsMasterProtein,Q9QXD6,"Fructose-1,6-bisphosphatase 1 OS=Mus musculus GN=Fbp1 PE=1 SV=3",68.6390532544379,30,290,30,1,338,36.889,6.57,0.99,0.9,1.04,20.32,4.76,10.4,,30,0,0.0,Green,211.892372199105
False,IsMasterProtein,E9Q557,Desmoplakin OS=Mus musculus GN=Dsp PE=1 SV=1,31.5990287894554,91,116,83,1,2883,332.706,6.8,1.03,0.93,1.19,24.87,13.56,11.78,,91,0,0.0,Green,210.732510302567
False,IsMasterProtein,G3X925,Pyruvate kinase OS=Mus musculus GN=Pklr PE=1 SV=1,69.3379790940767,41,113,41,1,574,62.189,7.09,0.85,0.75,1.06,30.1,18.15,11.08,,41,0,0.0,Green,209.125768831254
False,IsMasterProtein,Q8CIE6,Coatomer subunit alpha OS=Mus musculus GN=Copa PE=1 SV=2,57.9248366013072,59,101,59,1,1224,138.344,7.65,1.08,0.91,0.93,22.61,9.35,5.83,,59,0,0.0,Green,208.829408590941
False,IsMasterProtein,P28665,Murinoglobulin-1 OS=Mus musculus GN=Mug1 PE=1 SV=3,43.4281842818428,57,97,56,1,1476,165.193,6.42,1.01,0.87,1.16,20.51,6.58,11.84,,57,0,0.0,Green,208.554750601339
False,IsMasterProtein,Q9D6Y9,"1,4-alpha-glucan-branching enzyme OS=Mus musculus GN=Gbe1 PE=1 SV=1",59.1168091168091,46,106,46,1,702,80.313,6.43,0.92,0.82,0.97,23.27,8.98,8.08,,46,0,0.0,Green,208.342153986994
False,IsMasterProtein,Q9EQF5,Dihydropyrimidinase OS=Mus musculus GN=Dpys PE=1 SV=2,74.9518304431599,40,170,39,1,519,56.689,7.2,1.01,0.89,1.18,21.34,5.13,10.23,,40,0,0.0,Green,207.787459216263
False,IsMasterProtein,Q91YI0,Argininosuccinate lyase OS=Mus musculus GN=Asl PE=1 SV=1,80.1724137931034,41,172,40,1,464,51.707,6.96,1.05,0.87,0.89,22.12,6.61,8.14,,41,0,0.0,Green,207.028515383053
False,IsMasterProtein,Q8JZR0,Long-chain-fatty-acid--CoA ligase 5 OS=Mus musculus GN=Acsl5 PE=1 SV=1,64.5680819912152,46,115,44,1,683,76.157,7.09,1.07,0.93,0.7,41.61,8.14,9.91,,46,0,0.0,Green,206.682631067028
False,IsMasterProtein,Q91ZJ5,UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus GN=Ugp2 PE=1 SV=3,73.8188976377953,41,163,41,1,508,56.944,7.61,0.94,0.86,1.0,24.92,2.9,6.05,,41,0,0.0,Green,206.136172403328
False,IsMasterProtein,Q790I0,"Valyl-tRNA synthetase 2, isoform CRA_b OS=Mus musculus GN=Vars PE=3 SV=1",53.9984164687253,61,85,61,1,1263,140.127,7.77,0.98,0.84,0.95,22.54,6.23,19.44,,61,0,0.0,Green,205.768268529235
False,IsMasterProtein,Q9QY30,Bile salt export pump OS=Mus musculus GN=Abcb11 PE=1 SV=2,46.2528387585163,56,91,53,1,1321,146.655,7.66,1.15,0.9,0.78,31.63,13.96,12.26,,56,0,0.0,Green,205.746398634286
False,IsMasterProtein,Q8CAQ8-2,Isoform 2 of MICOS complex subunit Mic60 OS=Mus musculus GN=Immt,69.1689008042895,55,101,55,1,746,82.878,6.61,0.98,0.91,0.83,30.56,2.66,12.57,,55,0,0.0,Green,205.718073291034
False,IsMasterProtein,E9PWQ3,Protein Col6a3 OS=Mus musculus GN=Col6a3 PE=1 SV=2,25.2131546894032,61,73,60,1,3284,353.713,6.93,0.77,0.72,1.05,45.02,30.15,14.01,,61,0,0.0,Green,205.56999415246
False,IsMasterProteinCandidate,Q64514-2,Isoform Short of Tripeptidyl-peptidase 2 OS=Mus musculus GN=Tpp2,47.3178542834267,55,81,55,1,1249,138.376,6.38,1.01,0.88,1.05,16.58,3.95,7.91,,55,0,0.0,Green,204.657742888033
False,IsMasterProtein,Q3U4M7,Putative uncharacterized protein OS=Mus musculus GN=Tpp2 PE=2 SV=1,47.3178542834267,55,81,55,1,1249,138.309,6.39,1.01,0.88,1.05,16.58,3.95,7.91,,55,0,0.0,Green,204.657742888033
False,IsMasterProtein,P09411,Phosphoglycerate kinase 1 OS=Mus musculus GN=Pgk1 PE=1 SV=4,90.167865707434,44,221,44,1,417,44.522,7.9,1.02,0.89,0.96,18.6,9.02,4.94,,44,0,0.0,Green,202.191196885396
False,IsMasterProtein,Q542X7,"Chaperonin subunit 2 (Beta), isoform CRA_a OS=Mus musculus GN=Cct2 PE=2 SV=1",78.1308411214953,39,105,39,1,535,57.441,6.4,1.04,0.91,1.04,19.83,6.03,13.02,,39,0,0.0,Green,201.935420705106
False,IsMasterProtein,Q99MR8,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Mus musculus GN=Mccc1 PE=1 SV=2",68.2008368200837,40,100,40,1,717,79.293,7.83,1.01,0.88,1.1,19.89,10.55,9.73,,40,0,0.0,Green,201.8281160288
False,IsMasterProtein,P35492,Histidine ammonia-lyase OS=Mus musculus GN=Hal PE=1 SV=1,77.7777777777778,43,164,43,1,657,72.212,6.34,0.94,0.76,0.97,22.74,13.39,4.23,,43,0,0.0,Green,201.713480029055
False,IsMasterProtein,Q58E64,Elongation factor 1-alpha OS=Mus musculus GN=Eef1a1 PE=2 SV=1,74.6753246753247,47,240,45,1,462,50.082,9.01,1.13,0.95,1.03,23.01,8.47,9.78,,47,0,0.0,Green,201.377041639802
False,IsMasterProtein,P61922,"4-aminobutyrate aminotransferase, mitochondrial OS=Mus musculus GN=Abat PE=1 SV=1",81.2,36,100,34,1,500,56.416,8.09,1.01,0.82,0.99,24.9,15.57,10.26,,36,0,0.0,Green,200.30268338432
False,IsMasterProtein,Q91W43,"Glycine dehydrogenase (decarboxylating), mitochondrial OS=Mus musculus GN=Gldc PE=1 SV=1",56.0,50,82,50,1,1025,113.195,7.56,1.04,0.86,1.03,19.69,6.96,9.15,,50,0,0.0,Green,200.035717368925
False,IsMasterProtein,Q5SW19,Clustered mitochondria protein homolog OS=Mus musculus GN=Cluh PE=1 SV=2,59.467680608365,61,101,60,1,1315,147.975,6.02,1.09,0.91,0.94,23.24,7.34,13.7,,61,0,0.0,Green,199.984484351787
False,IsMasterProtein,Q6ZQ38,Cullin-associated NEDD8-dissociated protein 1 OS=Mus musculus GN=Cand1 PE=1 SV=2,50.8943089430894,52,89,52,1,1230,136.245,5.78,1.03,0.9,1.01,22.72,8.9,10.83,,52,0,0.0,Green,199.343840801626
False,IsMasterProtein,Q8QZR5,Alanine aminotransferase 1 OS=Mus musculus GN=Gpt PE=1 SV=3,82.4596774193548,37,117,37,1,496,55.107,6.64,0.95,0.84,0.96,20.38,13.55,12.69,,37,0,0.0,Green,198.950515584962
False,IsMasterProtein,P26231,Catenin alpha-1 OS=Mus musculus GN=Ctnna1 PE=1 SV=1,70.3090507726269,59,103,57,1,906,100.044,6.23,1.06,0.86,0.94,25.27,8.75,13.51,,59,0,0.0,Green,198.812569827539
False,IsMasterProtein,Q3UAF6,Putative uncharacterized protein OS=Mus musculus GN=Actb PE=2 SV=1,77.0666666666667,32,287,30,1,375,41.784,5.48,0.94,0.9,0.97,20.6,6.36,9.03,,32,0,0.0,Green,198.338577438271
False,IsMasterProtein,P68372,Tubulin beta-4B chain OS=Mus musculus GN=Tubb4b PE=1 SV=1,75.9550561797753,31,179,31,1,445,49.799,4.89,1.05,0.89,1.02,20.49,11.16,13.05,,31,0,0.0,Green,197.22080909489
False,IsMasterProtein,P41216,Long-chain-fatty-acid--CoA ligase 1 OS=Mus musculus GN=Acsl1 PE=1 SV=2,64.9499284692418,45,129,44,1,699,77.901,7.15,1.09,0.96,1.02,21.95,6.53,7.53,,45,0,0.0,Green,196.567767851973
False,IsMasterProtein,Q3ULD5,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus GN=Mccc2 PE=1 SV=1",61.2788632326821,34,71,34,1,563,61.34,8.0,1.0,0.85,1.09,22.7,15.27,20.46,,34,0,0.0,Green,195.93070868134
False,IsMasterProtein,Q00519,Xanthine dehydrogenase/oxidase OS=Mus musculus GN=Xdh PE=1 SV=5,53.5580524344569,57,93,56,1,1335,146.468,7.56,0.99,0.85,0.96,22.48,8.23,11.8,,57,0,0.0,Green,195.795273553356
False,IsMasterProtein,P51660,Peroxisomal multifunctional enzyme type 2 OS=Mus musculus GN=Hsd17b4 PE=1 SV=3,63.6734693877551,42,111,42,1,735,79.432,8.57,1.06,0.94,0.92,24.81,8.76,6.78,,42,0,0.0,Green,195.39006634986
False,IsMasterProtein,Q9CQN1,"Heat shock protein 75 kDa, mitochondrial OS=Mus musculus GN=Trap1 PE=1 SV=1",67.5637393767705,48,114,47,1,706,80.159,6.68,1.03,0.88,1.06,18.05,10.56,5.7,,48,0,0.0,Green,194.872835427551
False,IsMasterProtein,O35488,Very long-chain acyl-CoA synthetase OS=Mus musculus GN=Slc27a2 PE=1 SV=2,67.258064516129,55,114,55,1,620,70.378,8.9,1.22,1.0,0.77,42.75,6.51,8.77,,55,0,0.0,Green,194.028574065656
False,IsMasterProtein,Q91VD9,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Mus musculus GN=Ndufs1 PE=1 SV=2",68.363136176066,49,117,49,1,727,79.726,5.72,1.03,0.92,1.02,20.33,7.02,6.24,,49,0,0.0,Green,193.739390672026
False,IsMasterProtein,P40142,Transketolase OS=Mus musculus GN=Tkt PE=1 SV=1,77.3675762439807,48,132,47,1,623,67.588,7.5,0.96,0.86,1.02,22.78,5.83,6.64,,48,0,0.0,Green,193.631332787002
False,IsMasterProtein,P32020,Non-specific lipid-transfer protein OS=Mus musculus GN=Scp2 PE=1 SV=3,80.6215722120658,41,182,41,1,547,59.088,7.44,1.02,0.88,1.03,22.93,4.22,9.02,,41,0,0.0,Green,193.200558850868
False,IsMasterProtein,Q99JY0,"Trifunctional enzyme subunit beta, mitochondrial OS=Mus musculus GN=Hadhb PE=1 SV=1",75.7894736842105,36,122,35,1,475,51.353,9.38,1.03,0.89,1.05,18.81,9.72,5.99,,36,0,0.0,Green,192.464738177766
False,IsMasterProtein,Q9CZS1,"Aldehyde dehydrogenase X, mitochondrial OS=Mus musculus GN=Aldh1b1 PE=1 SV=1",83.0443159922929,47,114,46,1,519,57.516,7.02,1.0,0.85,0.84,27.5,5.71,9.55,,47,0,0.0,Green,191.95317185389
False,IsMasterProteinCandidate,Q8VC12,Urocanate hydratase OS=Mus musculus GN=Uroc1 PE=1 SV=2,69.8224852071006,39,155,38,1,676,74.543,7.53,0.99,0.85,1.01,20.66,10.26,7.35,,39,0,0.0,Green,191.594782111636
False,IsMasterProtein,Q3UEL5,Urocanate hydratase OS=Mus musculus GN=Uroc1 PE=1 SV=1,66.4788732394366,39,155,38,1,710,78.431,7.27,0.99,0.85,1.01,20.66,10.26,7.35,,39,0,0.0,Green,191.594782111636
False,IsMasterProteinCandidate,Q9CWR5,Serine hydroxymethyltransferase OS=Mus musculus GN=Shmt1 PE=2 SV=1,77.6150627615063,32,100,32,1,478,52.597,6.83,1.03,0.86,1.03,27.97,10.56,10.45,,32,0,0.0,Green,191.35965789441
False,IsMasterProtein,P50431,"Serine hydroxymethyltransferase, cytosolic OS=Mus musculus GN=Shmt1 PE=1 SV=3",77.6150627615063,32,100,32,1,478,52.567,6.95,1.03,0.86,1.03,27.97,10.56,10.45,,32,0,0.0,Green,191.35965789441
False,IsMasterProtein,Q8CIM7,Cytochrome P450 2D26 OS=Mus musculus GN=Cyp2d26 PE=1 SV=1,66.2,38,102,38,1,500,56.939,6.64,1.08,0.89,0.7,39.65,5.57,10.55,,38,0,0.0,Green,191.094383387633
False,IsMasterProtein,Q99J08,SEC14-like protein 2 OS=Mus musculus GN=Sec14l2 PE=1 SV=1,88.5856079404467,37,107,37,1,403,46.271,7.11,0.95,0.86,1.09,23.22,9.65,9.53,,37,0,0.0,Green,191.086388580789
False,IsMasterProtein,P05202,"Aspartate aminotransferase, mitochondrial OS=Mus musculus GN=Got2 PE=1 SV=1",88.8372093023256,45,168,44,1,430,47.381,9.0,1.05,0.91,1.05,20.13,13.37,15.64,,45,0,0.0,Green,190.360583867111
False,IsMasterProtein,P11725,"Ornithine carbamoyltransferase, mitochondrial OS=Mus musculus GN=Otc PE=1 SV=1",85.8757062146893,28,189,28,1,354,39.74,8.73,1.07,0.9,1.12,20.39,4.43,8.25,,28,0,0.0,Green,190.237290379521
False,IsMasterProtein,Q99PV0,Pre-mRNA-processing-splicing factor 8 OS=Mus musculus GN=Prpf8 PE=1 SV=2,36.3169164882227,73,90,72,1,2335,273.443,8.84,1.09,0.88,0.97,25.03,14.76,9.93,,73,0,0.0,Green,189.511912168402
False,IsMasterProtein,Q64374,Regucalcin OS=Mus musculus GN=Rgn PE=1 SV=1,87.9598662207358,33,357,31,1,299,33.385,5.34,0.96,0.86,1.21,20.06,5.15,7.97,,33,0,0.0,Green,189.42913784861
False,IsMasterProtein,Q91Y97,Fructose-bisphosphate aldolase B OS=Mus musculus GN=Aldob PE=1 SV=3,87.0879120879121,38,362,36,1,364,39.482,8.27,1.0,0.87,0.99,23.4,5.95,6.78,,38,0,0.0,Green,189.224964263517
False,IsMasterProtein,P06745,Glucose-6-phosphate isomerase OS=Mus musculus GN=Gpi PE=1 SV=4,69.8924731182796,40,88,38,1,558,62.727,8.13,1.04,0.94,0.95,23.03,9.86,9.05,,40,0,0.0,Green,189.10415619332
False,IsMasterProteinCandidate,Q3UL22,"Chaperonin subunit 8 (Theta), isoform CRA_a OS=Mus musculus GN=Cct8 PE=2 SV=1",86.4963503649635,48,84,48,1,548,59.518,5.62,1.02,0.89,1.08,22.77,7.77,9.11,,48,0,0.0,Green,188.519922573148
False,IsMasterProtein,Q6A0F1,MKIAA0002 protein (Fragment) OS=Mus musculus GN=Cct8 PE=2 SV=1,85.4054054054054,48,84,48,1,555,60.19,5.62,1.02,0.89,1.08,22.77,7.77,9.11,,48,0,0.0,Green,188.519922573148
False,IsMasterProteinCandidate,Q3THC3,Protein disulfide-isomerase OS=Mus musculus GN=P4hb PE=2 SV=1,84.0864440078585,60,242,58,1,509,57.053,4.88,1.09,0.93,0.99,19.17,6.56,2.55,,60,0,0.0,Green,186.706571581642
False,IsMasterProteinCandidate,Q3TWE3,Protein disulfide-isomerase OS=Mus musculus GN=P4hb PE=2 SV=1,84.0864440078585,60,242,58,1,509,57.051,4.88,1.09,0.93,0.99,19.17,6.56,2.55,,60,0,0.0,Green,186.706571581642
False,IsMasterProtein,P09103,Protein disulfide-isomerase OS=Mus musculus GN=P4hb PE=1 SV=2,84.0864440078585,60,242,58,1,509,57.023,4.88,1.09,0.93,0.99,19.17,6.56,2.55,,60,0,0.0,Green,186.706571581642
False,IsMasterProteinCandidate,Q3TF72,Protein disulfide-isomerase OS=Mus musculus GN=P4hb PE=2 SV=1,84.0864440078585,60,242,58,1,509,57.053,4.88,1.09,0.93,0.99,19.17,6.56,2.55,,60,0,0.0,Green,186.706571581642
False,IsMasterProtein,Q8BHN3,Neutral alpha-glucosidase AB OS=Mus musculus GN=Ganab PE=1 SV=1,59.6398305084746,45,86,45,1,944,106.844,6.06,1.07,0.92,0.97,22.61,8.43,6.24,,45,0,0.0,Green,186.530814902824
False,IsMasterProtein,Q8VDM4,26S proteasome non-ATPase regulatory subunit 2 OS=Mus musculus GN=Psmd2 PE=1 SV=1,61.8942731277533,44,75,44,1,908,100.139,5.17,1.11,0.98,0.98,21.76,12.66,14.4,,44,0,0.0,Green,185.216316855429
False,IsMasterProtein,Q8CHT0,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3",79.0035587188612,42,179,42,1,562,61.802,8.24,0.98,0.9,1.08,18.86,5.25,10.65,,42,0,0.0,Green,184.799398736139
False,IsMasterProtein,Q60864,Stress-induced-phosphoprotein 1 OS=Mus musculus GN=Stip1 PE=1 SV=1,72.0073664825046,56,109,56,1,543,62.542,6.8,1.16,0.95,1.06,21.33,7.61,9.45,,56,0,0.0,Green,184.403932911055
False,IsMasterProtein,P05213,Tubulin alpha-1B chain OS=Mus musculus GN=Tuba1b PE=1 SV=2,84.4789356984479,32,168,32,1,451,50.12,5.06,1.05,0.93,0.95,23.28,7.46,18.68,,32,0,0.0,Green,183.993791163081
False,IsMasterProtein,Q99MN9,"Propionyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus GN=Pccb PE=1 SV=2",84.1035120147874,35,83,35,1,541,58.372,7.66,1.11,1.01,1.07,20.5,7.92,12.36,,35,0,0.0,Green,183.901886253108
False,IsMasterProtein,Q3UEM0,"MCG9091, isoform CRA_d OS=Mus musculus GN=Akr1c6 PE=2 SV=1",92.8792569659443,40,199,37,1,323,37.024,8.28,0.99,0.89,1.15,22.28,5.1,12.3,,40,0,0.0,Green,183.453774792549
False,IsMasterProtein,P27773,Protein disulfide-isomerase A3 OS=Mus musculus GN=Pdia3 PE=1 SV=2,75.4455445544555,49,161,48,1,505,56.643,6.21,1.14,0.94,1.1,18.62,3.92,8.19,,49,0,0.0,Green,182.37457899749
False,IsMasterProtein,P16332,"Methylmalonyl-CoA mutase, mitochondrial OS=Mus musculus GN=Mut PE=1 SV=2",68.1818181818182,41,100,41,1,748,82.792,6.89,0.99,0.93,1.04,22.48,11.55,9.26,,41,0,0.0,Green,180.960379259718
False,IsMasterProtein,P37040,NADPH--cytochrome P450 reductase OS=Mus musculus GN=Por PE=1 SV=2,66.6666666666667,49,104,49,1,678,76.995,5.53,1.14,0.95,0.84,36.89,3.38,4.14,,49,0,0.0,Green,180.036408139664
False,IsMasterProtein,Q8K370,Acyl-CoA dehydrogenase family member 10 OS=Mus musculus GN=Acad10 PE=1 SV=1,52.3854069223573,50,72,50,1,1069,118.903,8.24,0.95,0.82,1.0,20.79,13.49,7.58,,50,0,0.0,Green,179.581826753169
False,IsMasterProtein,E9Q4K7,Kinesin-like protein OS=Mus musculus GN=Kif13b PE=1 SV=1,39.2295170916983,58,84,57,1,1843,204.448,5.8,1.09,0.95,1.04,20.93,13.4,9.02,,58,0,0.0,Green,179.543496742409
False,IsMasterProtein,Q07417,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acads PE=1 SV=2",71.1165048543689,29,108,29,1,412,44.861,8.47,0.98,0.8,1.03,24.42,19.94,21.73,,29,0,0.0,Green,179.039539826172
False,IsMasterProtein,P01029,Complement C4-B OS=Mus musculus GN=C4b PE=1 SV=3,42.2899884925201,57,73,56,1,1738,192.794,7.53,1.04,0.89,1.01,24.08,12.28,9.45,,57,0,0.0,Green,178.79345339393
False,IsMasterProtein,Q9JKR6,Hypoxia up-regulated protein 1 OS=Mus musculus GN=Hyou1 PE=1 SV=1,56.8568568568569,53,103,53,1,999,111.112,5.19,1.19,0.96,1.06,25.47,8.66,15.38,,53,0,0.0,Green,178.474981434319
False,IsMasterProtein,Q3UPL0,Protein transport protein Sec31A OS=Mus musculus GN=Sec31a PE=1 SV=2,47.8048780487805,53,88,52,1,1230,133.486,6.76,1.06,0.88,1.06,21.48,7.54,23.37,,53,0,0.0,Green,177.67292019048
False,IsMasterProtein,Q9WU78,Programmed cell death 6-interacting protein OS=Mus musculus GN=Pdcd6ip PE=1 SV=3,60.7594936708861,50,82,49,1,869,95.964,6.52,1.01,0.88,1.02,20.33,9.05,6.76,,50,0,0.0,Green,176.790159790856
False,IsMasterProtein,Q91VA0,"Acyl-coenzyme A synthetase ACSM1, mitochondrial OS=Mus musculus GN=Acsm1 PE=1 SV=1",76.4397905759162,39,133,37,1,573,64.719,7.17,1.05,0.91,1.12,23.32,5.8,14.06,,39,0,0.0,Green,176.211010599162
False,IsMasterProtein,Q91WU0,Carboxylic ester hydrolase OS=Mus musculus GN=Ces1f PE=1 SV=1,67.5579322638146,31,111,31,1,561,61.573,6.48,1.0,0.9,1.06,21.95,5.88,13.17,,31,0,0.0,Green,175.54660976718
False,IsMasterProtein,Q6P4T2,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Mus musculus GN=Snrnp200 PE=1 SV=1,34.2228464419476,64,85,62,1,2136,244.392,6.06,1.15,1.02,1.07,33.26,43.23,27.42,,64,0,0.0,Green,175.360279800342
False,IsMasterProtein,Q8VCW8,"Acyl-CoA synthetase family member 2, mitochondrial OS=Mus musculus GN=Acsf2 PE=1 SV=1",71.5447154471545,43,87,43,1,615,67.907,8.18,1.14,0.93,0.96,19.94,7.12,9.38,,43,0,0.0,Green,174.554896757508
False,IsMasterProtein,Q2HZ94,Macrophage mannose receptor 1 OS=Mus musculus GN=Mrc1 PE=2 SV=1,44.7115384615385,56,64,56,1,1456,164.874,6.83,1.15,0.9,0.97,27.39,18.79,11.89,,56,0,0.0,Green,174.080723259123
False,IsMasterProtein,Q8CGB9,Insulin degrading enzyme OS=Mus musculus GN=Ide PE=2 SV=1,49.558390578999,53,88,53,1,1019,117.62,6.52,1.24,0.95,0.68,20.26,4.16,8.81,,53,0,0.0,Green,173.745391331716
False,IsMasterProtein,Q61233,Plastin-2 OS=Mus musculus GN=Lcp1 PE=1 SV=4,81.4992025518341,42,67,42,1,627,70.105,5.33,1.02,0.91,1.07,20.67,10.38,13.38,,42,0,0.0,Green,173.708687422254
False,IsMasterProtein,Q99LC5,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus GN=Etfa PE=1 SV=2",81.981981981982,30,126,30,1,333,34.988,8.38,1.03,0.85,1.14,23.68,13.57,10.53,,30,0,0.0,Green,173.680645055392
False,IsMasterProtein,Q4LDG0,Bile acyl-CoA synthetase OS=Mus musculus GN=Slc27a5 PE=1 SV=2,64.8766328011611,43,95,42,1,689,76.154,8.38,1.0,0.84,0.77,36.61,11.96,15.11,,43,0,0.0,Green,173.293097439431
False,IsMasterProtein,P21614,Vitamin D-binding protein OS=Mus musculus GN=Gc PE=1 SV=2,83.6134453781513,38,73,38,1,476,53.565,5.5,1.18,0.97,1.16,24.87,8.49,19.7,,38,0,0.0,Green,172.989081623994
False,IsMasterProtein,Q9CPY7,Cytosol aminopeptidase OS=Mus musculus GN=Lap3 PE=1 SV=3,81.6955684007707,38,124,38,1,519,56.106,7.72,1.83,1.01,2.12,45.14,12.7,16.39,,38,0,0.0,Green,172.836705398242
False,IsMasterProtein,Q6NZJ6,Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus GN=Eif4g1 PE=1 SV=1,36.3125,62,108,60,1,1600,175.967,5.4,1.07,0.97,0.95,21.83,8.34,9.26,,62,0,0.0,Green,172.280605801335
False,IsMasterProtein,P05201,"Aspartate aminotransferase, cytoplasmic OS=Mus musculus GN=Got1 PE=1 SV=3",84.9878934624697,35,123,35,1,413,46.219,7.14,0.96,0.85,1.02,20.35,7.01,6.49,,35,0,0.0,Green,172.035574524641
False,IsMasterProtein,Q3TS38,UDP-glucose 6-dehydrogenase OS=Mus musculus GN=Ugdh PE=2 SV=1,80.9330628803245,39,93,38,1,493,54.797,7.56,1.12,1.0,0.94,36.34,31.52,31.03,,39,0,0.0,Green,171.98991504777
False,IsMasterProtein,Q8QZT1,"Acetyl-CoA acetyltransferase, mitochondrial OS=Mus musculus GN=Acat1 PE=1 SV=1",82.0754716981132,34,115,34,1,424,44.787,8.51,1.06,0.91,1.22,20.19,8.47,9.61,,34,0,0.0,Green,171.895143829708
False,IsMasterProteinCandidate,P58281,"Dynamin-like 120 kDa protein, mitochondrial OS=Mus musculus GN=Opa1 PE=1 SV=1",53.9583333333333,48,86,46,1,960,111.27,7.55,1.05,0.89,0.92,23.37,10.6,7.64,,48,0,0.0,Green,170.100084570932
