Accession,Description,Coverage [%],# Peptides,# PSMs,# AAs,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus8_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_VIV_C_Rep1_M16,Mmus_C57-6J_LVR_VIV_C_Rep2_M17,RR1_GC_NASA_LVR_POOL,RR1_GC_NASA+CASIS_LVR_POOL,RR1_BA_CASIS_LVR_POOL,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_VIV_C_Rep1_M16,Mmus_C57-6J_LVR_VIV_C_Rep2_M17,RR1_GC_NASA_LVR_POOL,RR1_GC_NASA+CASIS_LVR_POOL,RR1_BA_CASIS_LVR_POOL
Q8N283,Ankyrin repeat domain-containing protein 35 OS=Homo sapiens OX=9606 GN=ANKRD35 PE=2 SV=2,1,1,6,1001,376.5,259.3,332.0,320.2,301.5,360.0,348.9,361.4,242.3,390.2,167.5,109.6,161.5,114.5,121.2,130.9,98.5,134.0,74.3,171.8
Q16850,Lanosterol 14-alpha demethylase OS=Homo sapiens OX=9606 GN=CYP51A1 PE=1 SV=4,5,3,9,509,80.7,33.9,96.2,252.8,76.8,153.9,146.8,89.0,76.7,101.9,37.2,40.2,76.5,58.8,48.5,40.6,38.0,39.7,17.9,53.7
Q8NBU5,Outer mitochondrial transmembrane helix translocase OS=Homo sapiens OX=9606 GN=ATAD1 PE=1 SV=1,7,2,4,361,67.2,45.2,46.7,122.8,39.0,74.5,73.9,65.3,53.6,61.3,,,,,,,,,,
Q8WWV3,"Reticulon-4-interacting protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=RTN4IP1 PE=1 SV=2",4,1,3,396,46.8,36.6,45.6,63.7,51.1,62.0,62.7,51.1,54.1,49.4,41.1,38.8,47.6,40.3,60.0,50.5,44.1,48.7,32.9,60.5
P08133,Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3,13,8,55,673,187.9,110.1,147.8,205.9,166.4,197.5,234.3,152.6,186.0,174.3,209.5,192.9,294.6,252.4,228.1,336.0,222.8,271.0,189.3,309.0
P26373,60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4,9,2,8,211,174.4,95.9,143.7,207.3,109.8,155.8,140.5,105.2,112.7,112.9,93.4,86.7,89.5,94.1,87.0,101.7,74.7,71.4,64.1,109.0
P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=CPT2 PE=1 SV=2",4,2,6,658,113.2,65.3,96.2,117.8,108.7,104.5,100.9,87.2,106.2,92.8,52.5,50.7,67.0,59.0,65.2,62.1,45.0,61.2,49.8,71.4
Q12792,Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3,13,4,11,350,73.3,47.1,67.1,70.3,69.0,84.4,59.0,68.0,53.6,75.2,62.3,55.8,93.7,62.3,78.2,70.4,61.0,69.2,56.8,94.6
Q12906,Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3,4,3,8,894,107.0,74.3,84.8,85.7,89.3,111.7,94.5,77.9,77.0,93.0,302.3,277.8,294.9,272.6,203.1,226.0,193.7,246.0,131.2,317.0
A0A0A0MS14,Immunoglobulin heavy variable 1-45 OS=Homo sapiens OX=9606 GN=IGHV1-45 PE=3 SV=1,9,1,2,117,13.9,4.5,18.9,11.1,8.0,19.1,8.3,15.0,17.9,16.2,38.6,17.9,25.0,8.2,10.2,14.3,75.7,20.0,7.9,21.1
P48556,26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2,9,4,10,350,131.6,76.5,125.7,141.8,132.8,145.4,136.7,98.3,119.0,112.6,105.3,98.9,146.3,118.5,136.0,123.3,106.3,106.6,78.2,141.9
P54578,Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3,14,4,10,494,26.7,19.5,42.0,41.5,44.1,33.9,36.0,31.6,30.7,27.2,,,,,,,,,,
O14936,Peripheral plasma membrane protein CASK OS=Homo sapiens OX=9606 GN=CASK PE=1 SV=3,2,2,4,926,37.7,23.7,45.1,51.7,44.9,47.9,40.5,33.2,54.1,50.8,36.3,30.7,61.0,40.9,44.9,44.2,41.7,36.8,35.8,57.3
Q9BWJ5,Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1,10,1,3,86,98.7,67.1,110.6,102.9,95.8,99.5,101.6,78.0,93.3,91.9,77.1,71.1,131.9,98.2,110.1,109.7,76.2,85.4,73.3,111.9
Q99961,Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1,2,1,1,368,90.6,55.0,105.3,116.0,95.9,94.6,83.2,76.2,85.3,74.9,,,,,,,,,,
P53803,"DNA-directed RNA polymerases I, II, and III subunit RPABC4 OS=Homo sapiens OX=9606 GN=POLR2K PE=1 SV=1",12,1,2,58,32.8,25.3,31.0,36.1,29.4,33.1,20.9,24.1,26.4,26.7,,,,,,,,,,
Q86UL3,Glycerol-3-phosphate acyltransferase 4 OS=Homo sapiens OX=9606 GN=GPAT4 PE=1 SV=1,2,1,1,456,15.4,9.5,10.9,25.9,15.3,16.6,16.5,14.0,10.5,16.2,,,,,,,,,,
P21912,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3",18,4,20,280,39.2,24.7,38.4,48.5,31.9,31.5,39.3,31.6,36.1,40.2,80.7,75.0,105.9,99.0,113.7,104.5,80.5,82.8,63.4,109.8
O00267,Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1,2,2,2,1087,,,,,,,,,,,40.4,39.3,51.8,44.8,36.0,53.9,28.1,36.8,41.3,56.9
Q6ZN16,Mitogen-activated protein kinase kinase kinase 15 OS=Homo sapiens OX=9606 GN=MAP3K15 PE=1 SV=2,1,2,3,1313,,,,,,,,,,,137.0,114.8,160.4,157.9,151.7,146.6,92.9,129.2,114.3,160.8
Q9BUN5,Coiled-coil domain-containing protein 28B OS=Homo sapiens OX=9606 GN=CCDC28B PE=1 SV=2,4,1,1,200,53.4,17.7,253.5,288.7,167.8,117.3,174.4,103.7,235.4,146.1,,,,,,,,,,
P53701,Holocytochrome c-type synthase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1,3,1,2,268,78.5,67.6,83.6,117.6,81.1,120.2,84.0,101.7,63.2,114.2,34.7,24.5,66.4,40.0,44.6,35.5,31.4,39.7,21.7,45.3
P46926,Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1,4,1,3,289,17.4,12.3,19.3,16.5,15.1,15.5,10.0,14.1,16.7,21.3,,,,,,,,,,
Q8NHU6,Tudor domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TDRD7 PE=1 SV=2,1,1,3,1098,537.6,288.0,374.0,332.0,424.2,553.4,456.3,407.3,697.9,608.0,377.4,439.2,523.0,594.4,587.3,609.0,446.2,483.5,359.2,538.3
Q13103,Secreted phosphoprotein 24 OS=Homo sapiens OX=9606 GN=SPP2 PE=1 SV=1,6,1,1,211,,,,,,,,,,,10.2,11.4,7.5,16.5,13.2,10.2,13.6,11.1,12.0,11.3
O14976,Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2,1,1,1,1311,11.5,5.7,10.9,14.8,11.8,11.3,10.4,7.7,13.4,10.8,,,,,,,,,,
Q9P0W8,Spermatogenesis-associated protein 7 OS=Homo sapiens OX=9606 GN=SPATA7 PE=1 SV=3,1,1,2,599,56.9,41.3,305.2,397.8,240.3,181.2,261.5,78.2,286.7,86.9,40.6,17.9,438.7,229.2,452.0,467.2,220.6,83.4,380.7,104.4
Q86VP6,Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2,12,11,23,1230,54.8,30.1,59.4,64.3,56.2,56.7,55.1,46.7,49.8,43.4,34.0,38.5,60.9,46.8,48.7,39.8,40.0,35.8,27.4,44.8
Q13561,Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4,12,5,16,401,142.8,86.3,162.2,148.0,149.2,143.6,158.5,114.8,133.1,125.0,118.1,98.6,155.7,123.7,139.2,132.2,115.7,111.5,106.8,150.0
Q969Z4,Tumor necrosis factor receptor superfamily member 19L OS=Homo sapiens OX=9606 GN=RELT PE=1 SV=1,2,1,1,430,8.0,10.9,10.5,12.2,18.4,17.4,22.7,18.7,12.5,15.4,,,,,,,,,,
P24844,Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4,41,6,46,172,54.5,35.4,61.0,58.1,47.2,57.6,101.9,47.3,53.6,70.0,27.5,22.3,56.7,67.1,48.7,43.7,25.5,33.1,14.3,33.6
Q9UK10,Zinc finger protein 225 OS=Homo sapiens OX=9606 GN=ZNF225 PE=1 SV=2,1,1,1,706,151.3,92.1,151.6,167.3,143.9,143.9,145.6,119.9,118.9,133.9,,,,,,,,,,
P62820,Ras-related protein Rab-1A OS=Homo sapiens OX=9606 GN=RAB1A PE=1 SV=3,13,3,10,205,158.0,96.5,127.6,263.2,121.9,165.1,156.1,134.4,112.4,126.4,59.9,53.5,96.3,66.2,69.1,63.3,51.6,62.2,40.6,79.1
Q14749,Glycine N-methyltransferase OS=Homo sapiens OX=9606 GN=GNMT PE=1 SV=3,15,4,69,295,401.9,234.1,416.1,441.6,338.3,440.7,433.5,345.9,327.4,348.5,66.6,65.3,129.6,76.2,75.8,74.6,65.7,64.7,51.2,93.6
Q8WYA6,Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,1,1,4,563,,,,,,,,,,,85.3,104.7,96.9,102.0,109.9,104.5,96.8,90.3,59.9,108.6
Q8WVV9,Heterogeneous nuclear ribonucleoprotein L-like OS=Homo sapiens OX=9606 GN=HNRNPLL PE=1 SV=1,6,2,7,542,56.3,39.1,89.2,78.1,75.8,74.3,70.9,58.8,73.1,67.3,30.5,22.0,54.6,38.3,48.5,46.8,29.4,35.4,33.4,45.6
Q86W92,Liprin-beta-1 OS=Homo sapiens OX=9606 GN=PPFIBP1 PE=1 SV=2,2,2,5,1011,25.4,23.0,35.5,39.8,35.6,44.6,34.4,29.2,36.6,24.5,10.0,10.0,17.1,12.3,13.4,13.5,10.6,10.7,8.0,14.2
O15550,Lysine-specific demethylase 6A OS=Homo sapiens OX=9606 GN=KDM6A PE=1 SV=2,0,1,9,1401,126.6,75.7,106.9,199.1,110.4,134.4,121.4,119.1,108.5,135.5,563.1,480.2,674.6,537.0,500.6,482.7,408.8,496.1,281.5,596.4
P08621,U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2,4,2,5,437,,,,,,,,,,,46.5,48.2,76.1,54.4,85.1,73.1,258.3,113.5,84.5,134.6
Q969P0,Immunoglobulin superfamily member 8 OS=Homo sapiens OX=9606 GN=IGSF8 PE=1 SV=1,2,2,8,613,75.3,61.2,80.0,88.8,85.9,85.2,79.8,64.0,72.8,75.0,108.7,105.6,146.1,127.9,130.5,128.7,100.5,111.0,84.3,151.3
Q8TEA7,TBC domain-containing protein kinase-like protein OS=Homo sapiens OX=9606 GN=TBCK PE=1 SV=4,2,2,2,893,17.8,9.9,18.3,21.7,19.9,24.4,22.3,16.0,21.1,14.2,17.4,14.6,22.9,16.7,19.6,18.3,17.6,15.2,14.2,22.0
Q6ZMU5,Tripartite motif-containing protein 72 OS=Homo sapiens OX=9606 GN=TRIM72 PE=1 SV=2,2,1,4,477,100.9,63.4,80.4,89.2,96.3,87.8,86.0,77.8,77.3,87.6,222.7,249.2,491.6,241.2,334.4,273.5,245.9,291.4,223.7,361.9
Q12899,Tripartite motif-containing protein 26 OS=Homo sapiens OX=9606 GN=TRIM26 PE=1 SV=1,1,1,1,539,,,,,,,,,,,295.1,264.6,438.6,356.0,326.3,389.3,346.4,343.0,234.6,408.3
P26196,Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,9,4,7,483,33.4,15.9,30.7,35.4,30.6,32.2,23.1,26.3,26.6,25.3,77.4,72.2,121.2,87.7,94.5,95.5,67.9,78.0,66.8,96.3
Q7L590,Protein MCM10 homolog OS=Homo sapiens OX=9606 GN=MCM10 PE=1 SV=2,1,1,6,875,89.1,52.5,108.4,107.6,97.0,116.8,113.3,79.0,98.1,95.2,152.6,142.7,222.6,192.0,199.7,198.7,147.5,154.6,127.7,205.0
Q9NS84,Carbohydrate sulfotransferase 7 OS=Homo sapiens OX=9606 GN=CHST7 PE=1 SV=2,3,2,2,486,,,,,,,,,,,74.3,58.2,96.0,69.1,74.9,86.7,55.1,65.5,57.1,83.8
Q9NRL3,Striatin-4 OS=Homo sapiens OX=9606 GN=STRN4 PE=1 SV=2,2,2,4,753,39.2,21.5,39.1,46.9,34.3,41.4,43.3,34.0,37.6,32.0,38.1,35.6,59.5,39.5,42.1,44.3,31.1,35.0,30.2,48.4
P30039,Phenazine biosynthesis-like domain-containing protein OS=Homo sapiens OX=9606 GN=PBLD PE=1 SV=2,4,1,12,288,84.1,64.3,86.5,130.2,77.4,82.6,93.9,65.7,73.5,83.1,50.7,49.3,72.1,61.8,53.8,62.7,38.6,51.8,40.9,63.2
Q9NZQ9,Tropomodulin-4 OS=Homo sapiens OX=9606 GN=TMOD4 PE=1 SV=1,3,1,1,345,,,,,,,,,,,,4.3,3.9,3.4,9.0,3.0,139.3,10.8,8.9,13.5
P57737,Coronin-7 OS=Homo sapiens OX=9606 GN=CORO7 PE=1 SV=2,3,2,5,925,35.6,21.6,53.0,40.0,38.0,47.3,40.7,38.5,42.9,47.1,29.6,29.6,50.3,47.5,46.9,52.0,76.0,48.4,42.3,58.1
O00629,Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1,7,3,9,521,48.7,38.5,45.7,60.5,53.8,60.4,57.7,41.1,38.4,43.3,35.6,30.0,54.1,31.9,41.4,35.4,33.7,33.6,21.9,40.3
Q9GZM7,Tubulointerstitial nephritis antigen-like OS=Homo sapiens OX=9606 GN=TINAGL1 PE=1 SV=1,5,2,3,467,,,,,,,,,,,34.9,29.6,37.8,27.3,31.1,35.6,19.8,25.6,16.9,42.9
P35590,Tyrosine-protein kinase receptor Tie-1 OS=Homo sapiens OX=9606 GN=TIE1 PE=1 SV=1,1,1,4,1138,189.9,94.0,215.3,206.4,183.0,188.2,186.1,148.3,211.0,168.1,130.6,122.1,204.5,139.5,160.6,174.2,124.3,142.5,147.3,196.5
O00159,Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4,9,8,14,1063,99.5,57.9,106.4,117.3,84.3,112.2,110.6,82.3,80.6,91.6,40.2,35.1,59.9,47.5,56.5,57.8,40.1,36.1,39.7,56.6
Q9NZJ4,Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2,0,2,8,4579,58.1,42.2,148.1,345.7,126.2,141.0,181.2,61.6,153.0,70.1,,,,,,,,,,
P05388,60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1,2,1,3,317,266.8,272.1,389.9,460.1,292.9,283.1,259.9,258.5,200.5,259.3,373.9,362.3,659.8,410.0,553.3,433.6,291.2,395.1,246.8,473.4
O95164,Ubiquitin-like protein 3 OS=Homo sapiens OX=9606 GN=UBL3 PE=1 SV=1,8,1,2,117,147.6,77.0,101.7,118.7,121.0,148.6,121.9,118.2,123.7,131.4,214.3,207.8,219.9,171.6,149.3,162.5,165.3,168.4,137.7,259.5
Q9Y2D1,Cyclic AMP-dependent transcription factor ATF-5 OS=Homo sapiens OX=9606 GN=ATF5 PE=1 SV=4,4,1,1,282,,,,,,,,,,,55.3,50.6,104.5,54.2,74.3,58.2,42.7,53.7,36.5,65.4
Q9BXJ9,"N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",5,5,9,866,40.1,23.2,51.4,54.2,45.4,47.5,39.5,33.4,37.1,36.6,77.9,56.0,107.9,70.1,72.9,62.1,60.3,58.1,48.4,81.8
P06865,Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2,5,3,6,529,38.3,24.6,30.0,32.2,28.9,33.0,30.5,26.2,27.6,32.0,24.0,20.2,31.5,24.6,26.0,26.7,22.2,25.3,17.0,38.1
P01160,Natriuretic peptides A OS=Homo sapiens OX=9606 GN=NPPA PE=1 SV=2,5,1,3,151,22.1,21.3,45.6,50.0,43.3,41.6,36.3,32.7,33.1,40.4,43.7,40.6,83.5,52.8,67.3,64.7,43.7,51.0,42.8,66.7
O75347,Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=3,16,2,6,108,101.6,52.5,99.3,110.9,104.1,109.7,90.1,73.5,100.3,96.0,101.4,86.0,152.7,114.6,121.1,133.6,90.8,96.7,100.9,130.3
P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,16,11,72,803,216.8,144.0,218.0,258.9,207.6,227.8,230.9,173.4,195.9,189.6,302.6,257.8,471.0,333.1,333.9,338.4,211.6,300.6,245.6,393.2
Q14203,Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=3,2,2,3,1278,162.5,119.2,175.1,220.8,141.7,145.6,140.5,121.8,121.6,151.8,,,,,,,,,,
Q92540,Nonsense-mediated mRNA decay factor SMG7 OS=Homo sapiens OX=9606 GN=SMG7 PE=1 SV=2,1,1,6,1137,24.6,15.0,25.3,31.6,20.3,23.7,20.4,20.8,19.7,15.4,14.9,12.9,28.6,15.7,20.5,17.6,13.1,16.0,13.9,23.4
Q12959,Disks large homolog 1 OS=Homo sapiens OX=9606 GN=DLG1 PE=1 SV=2,9,6,16,904,58.3,42.6,65.2,78.4,56.6,68.1,66.4,46.0,60.4,58.4,36.0,32.8,59.6,41.9,50.8,48.6,34.5,42.6,31.8,52.8
O00217,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1",14,2,5,210,,,,,,,,,,,23.3,23.2,29.6,28.6,33.8,27.5,20.2,22.1,19.0,39.7
Q96AE4,Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3,13,8,30,644,40.5,24.0,42.5,38.3,48.1,46.2,49.7,37.1,41.4,39.6,116.9,91.2,146.4,105.9,128.7,132.5,94.2,104.6,94.9,149.7
Q14683,Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,2,3,8,1233,41.4,27.1,60.9,65.9,56.6,49.2,54.7,39.5,58.3,49.2,42.4,31.3,70.8,47.0,52.9,61.1,37.1,41.7,36.5,55.0
Q86VE0,"Myb-related transcription factor, partner of profilin OS=Homo sapiens OX=9606 GN=MYPOP PE=1 SV=2",2,1,5,399,27.6,75.4,130.7,129.9,90.5,70.9,100.9,46.2,105.7,54.7,27.9,25.7,109.6,54.3,100.6,91.0,53.9,55.2,92.8,84.0
Q9BRX8,Peroxiredoxin-like 2A OS=Homo sapiens OX=9606 GN=PRXL2A PE=1 SV=3,7,2,2,229,47.9,24.9,39.9,80.5,47.3,55.0,65.2,40.4,48.3,43.6,,,,,,,,,,
P40763,Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2,7,4,9,770,70.8,37.2,85.7,82.6,69.2,74.8,73.0,59.5,65.9,63.9,47.5,37.5,77.0,48.7,59.5,57.1,40.3,56.4,41.2,65.1
P17152,"Transmembrane protein 11, mitochondrial OS=Homo sapiens OX=9606 GN=TMEM11 PE=1 SV=1",13,2,4,192,50.0,25.2,51.0,74.2,46.5,48.0,58.6,36.5,38.5,38.7,75.1,62.4,98.0,80.9,85.6,71.7,64.6,63.9,57.1,82.6
Q9Y394,Dehydrogenase/reductase SDR family member 7 OS=Homo sapiens OX=9606 GN=DHRS7 PE=1 SV=1,5,2,3,339,84.4,34.1,50.9,113.2,63.8,87.7,93.3,60.9,60.9,69.3,120.4,139.9,186.2,182.4,137.1,173.9,83.3,122.7,88.8,149.8
P13984,General transcription factor IIF subunit 2 OS=Homo sapiens OX=9606 GN=GTF2F2 PE=1 SV=2,7,2,5,249,198.5,123.1,148.5,293.8,213.9,226.5,509.4,249.4,221.4,303.5,334.4,142.3,335.8,177.8,169.5,297.3,505.1,243.3,146.3,291.5
P11216,"Glycogen phosphorylase, brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5",12,8,22,843,88.5,51.3,74.5,107.1,84.6,101.0,105.2,66.9,82.9,88.1,86.4,88.2,141.3,108.4,103.2,157.6,95.4,85.1,70.5,115.9
Q9NSK0,Kinesin light chain 4 OS=Homo sapiens OX=9606 GN=KLC4 PE=1 SV=3,7,3,5,619,43.2,26.5,59.9,58.1,42.7,47.8,50.2,39.5,40.7,37.9,84.4,78.7,135.1,97.4,116.6,98.6,90.2,88.4,71.1,120.9
Q8NF50,Dedicator of cytokinesis protein 8 OS=Homo sapiens OX=9606 GN=DOCK8 PE=1 SV=3,0,1,1,2099,,,,,,,,,,,15.0,13.2,19.2,11.7,17.8,11.0,11.0,11.3,9.9,18.4
P30050,60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,30,3,31,165,91.0,59.8,151.7,127.8,101.2,104.2,105.9,82.8,89.1,82.4,74.0,59.2,106.0,64.2,94.8,85.1,63.6,62.8,59.3,92.9
Q9P035,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens OX=9606 GN=HACD3 PE=1 SV=2,6,2,5,362,53.0,33.4,31.7,106.8,36.3,59.1,60.9,38.9,21.7,41.5,93.6,87.1,186.4,115.3,115.9,99.0,76.6,97.0,57.8,118.6
Q9NVQ4,Fas apoptotic inhibitory molecule 1 OS=Homo sapiens OX=9606 GN=FAIM PE=1 SV=1,7,1,2,179,12.4,13.3,17.4,16.6,16.9,17.9,20.8,10.2,18.1,18.2,52.1,40.2,76.4,50.4,58.7,55.5,43.8,48.7,50.0,65.4
Q13126,S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2,10,2,7,283,46.4,27.8,48.3,59.1,48.7,42.8,44.9,40.3,30.4,38.8,68.3,66.6,97.4,79.3,86.1,78.2,60.3,65.1,47.3,88.6
Q01085,Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1,7,2,3,375,42.2,29.3,46.3,47.8,51.4,45.4,49.4,33.7,43.4,36.1,72.4,65.4,111.4,87.1,95.5,95.1,68.8,72.4,75.0,99.0
Q15326,Zinc finger MYND domain-containing protein 11 OS=Homo sapiens OX=9606 GN=ZMYND11 PE=1 SV=2,1,1,1,602,,,,,,,,,,,24.3,18.2,39.1,29.9,23.7,30.2,21.9,20.0,15.8,30.6
P48728,"Aminomethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=AMT PE=1 SV=1",10,3,7,403,44.4,22.9,368.1,364.4,250.3,184.2,267.1,102.9,354.9,170.8,116.9,95.1,230.6,125.3,211.1,229.1,116.7,146.5,197.6,194.1
Q8IWZ3,Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1,1,2,5,2542,16.3,10.8,15.3,20.7,18.8,16.1,18.9,12.5,15.8,17.1,,,,,,,,,,
Q14554,Protein disulfide-isomerase A5 OS=Homo sapiens OX=9606 GN=PDIA5 PE=1 SV=1,8,2,5,519,214.8,118.8,235.1,229.4,202.3,227.4,202.9,179.2,225.6,206.1,91.9,64.4,128.5,91.6,95.4,97.7,60.7,85.9,80.5,120.2
P58107,Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3,3,6,18,5088,69.2,59.5,48.3,133.2,54.5,80.2,68.4,51.5,45.9,57.9,105.2,124.1,94.3,117.2,128.1,143.8,108.7,119.6,105.0,153.5
Q8IZT6,Abnormal spindle-like microcephaly-associated protein OS=Homo sapiens OX=9606 GN=ASPM PE=1 SV=2,1,2,4,3477,15.4,5.6,14.9,12.9,12.9,12.6,12.2,6.4,8.2,6.4,,,,,,,,,,
Q9BY44,Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3,2,1,1,585,27.3,18.1,29.3,26.2,25.3,25.6,26.1,22.8,28.5,28.7,,,,,,,,,,
Q86X55,Histone-arginine methyltransferase CARM1 OS=Homo sapiens OX=9606 GN=CARM1 PE=1 SV=3,6,3,5,608,48.8,29.0,49.9,53.5,46.0,46.7,51.3,43.5,45.2,41.8,24.1,16.6,30.6,23.4,25.4,25.7,17.4,18.1,19.5,30.7
P28074,Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=3,27,5,8,263,135.0,61.3,128.2,113.3,142.8,150.6,148.1,112.3,126.6,115.3,83.0,86.8,124.4,91.0,106.5,93.8,81.0,89.0,64.7,119.7
Q9UL01,Dermatan-sulfate epimerase OS=Homo sapiens OX=9606 GN=DSE PE=1 SV=1,1,1,3,958,33.5,38.7,40.9,65.9,41.4,41.0,71.3,54.2,32.9,68.7,60.3,17.4,36.4,19.5,28.1,32.5,122.7,38.6,19.0,41.8
Q96Q11,"CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=TRNT1 PE=1 SV=2",4,2,6,434,66.9,42.1,104.1,131.1,85.4,90.3,95.1,69.9,92.8,75.1,117.2,101.2,308.0,197.0,297.5,282.3,186.5,145.1,236.6,210.0
Q8TAQ2,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1,4,5,14,1214,29.6,18.7,29.0,33.5,40.6,39.0,34.8,20.7,33.8,41.4,32.7,39.3,67.0,50.5,56.2,62.4,36.2,55.8,28.8,74.7
Q92503,SEC14-like protein 1 OS=Homo sapiens OX=9606 GN=SEC14L1 PE=1 SV=2,1,1,1,715,82.1,55.4,79.5,79.4,79.0,88.1,78.7,73.2,77.8,88.3,,,,,,,,,,
Q16576,Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1,6,3,8,425,87.7,61.9,92.5,93.7,104.6,106.9,109.7,75.9,84.5,85.3,75.1,53.6,98.0,62.0,73.7,75.8,62.6,61.0,52.7,82.1
Q9C091,GREB1-like protein OS=Homo sapiens OX=9606 GN=GREB1L PE=1 SV=2,0,1,3,1923,97.1,53.2,122.6,114.4,96.9,97.4,111.1,77.2,92.9,80.5,69.9,70.5,122.0,88.7,105.5,98.2,82.6,77.2,72.4,96.9
