Abundances (Grouped): NASA Ftl 126,Abundances (Grouped): NASA Ftl 127N,Abundances (Grouped): NASA Ftl 127C,Abundances (Grouped): NASA Ftl 128N,Abundances (Grouped): NASA Ftl 128C,Abundances (Grouped): NASA Ftl 129N,Abundances (Grouped): NASA Ftl 129C,Abundances (Grouped): BA Pool Ftl 130N,Abundances (Grouped): Ftl Pool 130C,Abundances (Grouped): Pool Ftl 131,Abundances (Grouped): NASA GC 126,Abundances (Grouped): NASA GC 127N,Abundances (Grouped): NASA GC 127C,Abundances (Grouped): NASA GC 128N,Abundances (Grouped): NASA GC 128C,Abundances (Grouped): NASA GC 129N,Abundances (Grouped): NASA GC 129C,Abundances (Grouped): BA Pool GC 130N,Abundances (Grouped): GC Pool 130C,Abundances (Grouped): Pool GC 131,mouse_accession,Description,Coverage [%]
52,34.5,61.8,69.6,57.1,55.7,65.6,47.4,60.1,55.4,58,47,92.7,65.8,73.1,69.4,54.5,60,49.8,72.2,Q810A7,ATP-dependent RNA helicase DDX42 OS=Mus musculus OX=10090 GN=Ddx42 PE=1 SV=3,9
27.4,17,24.7,31.5,28.5,29.9,24.2,19.2,24.8,22.7,35.1,30.1,55.5,36.4,41.7,41.8,33.3,40.3,37.1,53,Q8R344,Coiled-coil domain-containing protein 12 OS=Mus musculus OX=10090 GN=Ccdc12 PE=1 SV=2,4
22.5,13.7,26.6,32.5,26.8,34.4,35.3,25.5,31.6,22.9,,,,,,,,,,,Q3V3N7,Bardet-Biedl syndrome 1 protein homolog OS=Mus musculus OX=10090 GN=Bbs1 PE=1 SV=1,1
254.1,147.4,278.9,285,250.8,268.5,262.3,178.2,233.1,199.5,284.4,263.4,484.8,342.2,345.9,340,251,261.6,210.6,315.5,P70349,Histidine triad nucleotide-binding protein 1 OS=Mus musculus OX=10090 GN=Hint1 PE=1 SV=3,6
61.1,35.1,61.5,61.6,69.3,52.5,54.1,50.4,63.1,48.6,59.5,60.8,92,81.9,73.1,71.5,113.3,62,51.2,94.5,Q08857,Platelet glycoprotein 4 OS=Mus musculus OX=10090 GN=Cd36 PE=1 SV=2,3
39.7,26.6,56.3,59.8,51.1,50.9,56,57.2,51.4,52.4,104.4,81.6,167.5,109.2,142.1,155.8,250,116.6,109.3,174.2,P52480,Pyruvate kinase PKM OS=Mus musculus OX=10090 GN=Pkm PE=1 SV=4,19
,,,,,,,,,,15.2,9.5,19.1,12.9,14.7,14.9,10.4,13.4,10.5,19.6,Q9ES28,Rho guanine nucleotide exchange factor 7 OS=Mus musculus OX=10090 GN=Arhgef7 PE=1 SV=2,1
28.2,11,10.5,46.5,19.1,39.3,30.1,20.6,18.6,22.2,39.6,42.3,71.3,53.3,47.9,67.1,35.3,45,26.2,55.8,O88908,Sterol O-acyltransferase 2 OS=Mus musculus OX=10090 GN=Soat2 PE=1 SV=2,3
25,13,37.5,25.1,18.3,21.4,23.1,17.5,25.8,22,25,24.9,34,27.4,35.1,36.2,22.7,28.4,25.9,38.3,Q99J77,Sialic acid synthase OS=Mus musculus OX=10090 GN=Nans PE=1 SV=1,8
62.8,44.9,103.1,106.1,89.8,83,75.6,68.5,78,70,24.3,33,50.1,30.6,38.6,39.1,26.9,31.6,22.9,35.2,Q61937,Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1,16
,,,,,,,,,,53.8,39.1,67.3,60.8,58.9,53.9,50.9,53.8,31,74.5,Q8BR07,Protein bicaudal D homolog 1 OS=Mus musculus OX=10090 GN=Bicd1 PE=1 SV=2,2
,,,,,,,,,,15.1,14.9,22.3,16,21.4,15.7,9.9,16,17.9,24.8,Q9JIQ3,"Diablo homolog, mitochondrial OS=Mus musculus OX=10090 GN=Diablo PE=1 SV=2",5
62.6,47.8,86.8,93.7,75.3,77.9,82.1,67.2,78.6,70.1,205.5,171.4,279.6,213.4,224.8,250,193.9,211,181.8,279.4,Q91WQ3,"Tyrosine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Yars1 PE=1 SV=3",15
31.9,43,29.8,30.6,41.9,167.8,172.9,102.8,28.9,105.1,434.8,10.1,248.7,51.6,23.3,38.1,26,83.8,10.4,76.6,Q9CR35,Chymotrypsinogen B OS=Mus musculus OX=10090 GN=Ctrb1 PE=1 SV=1,31
68,71.3,88.5,121.5,60.4,64.3,60.4,50.5,40.8,51.7,,,,,,,,,,,Q3URY6,Armadillo repeat-containing protein 2 OS=Mus musculus OX=10090 GN=Armc2 PE=2 SV=3,1
86.1,62.9,158.6,116.5,114.2,87.8,90.2,81,106.5,87.6,48.2,46.7,77.6,50,56.6,62,39.5,44,39.3,57.1,A2A891,Calmodulin-binding transcription activator 1 OS=Mus musculus OX=10090 GN=Camta1 PE=2 SV=1,1
36.1,30.7,52.8,45.8,35.6,38.1,33.1,31.6,27.8,42.1,23.6,19.3,55,25.5,35.8,57.8,20.6,33.3,21.9,42.7,P24063,Integrin alpha-L OS=Mus musculus OX=10090 GN=Itgal PE=1 SV=2,1
30.3,17.9,28.7,31.7,31.8,32.8,28.4,29,28.5,30.1,39.3,30.1,42.9,32.6,29.9,41,34.2,33.3,22.8,64.1,Q8BL97,Serine/arginine-rich splicing factor 7 OS=Mus musculus OX=10090 GN=Srsf7 PE=1 SV=1,7
20.9,16.3,32.7,34.3,24.3,28.1,28.1,21.9,22.8,28.1,,,,,,,,,,,Q9D338,"39S ribosomal protein L19, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl19 PE=1 SV=1",8
11.4,7.4,12.8,15,11.6,12.6,14.4,9.1,10.4,10.7,4.8,4,12.1,6.4,14.1,13.8,12.4,11.9,10.1,13.3,P49710,Hematopoietic lineage cell-specific protein OS=Mus musculus OX=10090 GN=Hcls1 PE=1 SV=2,3
38.2,23.3,36.1,31.9,28.5,33.8,41.3,31.9,34.4,36.8,31,27.7,43.6,36.6,33.9,31.5,36.6,36.8,20.9,35.2,Q3UI43,BRISC and BRCA1-A complex member 1 OS=Mus musculus OX=10090 GN=Babam1 PE=1 SV=1,2
142,89.9,150.1,172,139.8,161.6,134.1,123.2,140.2,129.8,121.2,112.2,176.2,111.3,124.1,126.5,77.3,110.4,90,145.5,Q9CVB6,Actin-related protein 2/3 complex subunit 2 OS=Mus musculus OX=10090 GN=Arpc2 PE=1 SV=3,18
67.2,45.2,46.7,122.8,39,74.5,73.9,65.3,53.6,61.3,,,,,,,,,,,Q9D5T0,Outer mitochondrial transmembrane helix translocase OS=Mus musculus OX=10090 GN=Atad1 PE=1 SV=1,11
123.7,42.7,89.9,71.1,90.1,112.8,105.8,78.3,117.9,103.6,125.5,122.6,193.7,139.1,173.2,145.7,111.3,120.5,104.9,176,Q9CQR2,40S ribosomal protein S21 OS=Mus musculus OX=10090 GN=Rps21 PE=1 SV=1,40
,,,,,,,,,,9.7,17.6,23.7,19.8,21.5,11.1,20.2,18.6,30.8,19.3,Q6KCD5,Nipped-B-like protein OS=Mus musculus OX=10090 GN=Nipbl PE=1 SV=1,1
,,,,,,,,,,43.3,36.5,42.8,52.3,54.1,44.4,28.1,38.8,28.3,49.1,Q3UHB1,5'-nucleotidase domain-containing protein 3 OS=Mus musculus OX=10090 GN=Nt5dc3 PE=1 SV=1,2
53.1,28.4,56.7,55.7,48.5,55,50,47.2,55.5,51.9,63.1,54.2,82.5,75.6,78.6,73.6,62.5,64.5,68.3,89.6,Q9JII6,Aldo-keto reductase family 1 member A1 OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3,27
83.9,47.8,81.9,159.2,71.9,113.5,104.2,71.7,66.5,83.3,91.7,62.4,204.1,72.2,90.5,64.4,71,76.1,53.3,91.5,Q9DCP2,Sodium-coupled neutral amino acid transporter 3 OS=Mus musculus OX=10090 GN=Slc38a3 PE=1 SV=1,7
25.6,15.7,22.5,25.7,25.4,27.9,26.8,21.8,21.9,24.5,53.3,42.9,77.6,55,58.2,56.6,46.2,44.3,34.5,56.2,Q8VDQ8,NAD-dependent protein deacetylase sirtuin-2 OS=Mus musculus OX=10090 GN=Sirt2 PE=1 SV=2,7
70.6,56.3,56,60.2,43.7,48.7,61.1,61.5,35.1,62.8,47,45.4,51.4,55,53.4,60.2,48.6,55.9,50.7,67.1,Q80VJ3,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Mus musculus OX=10090 GN=Dnph1 PE=1 SV=2,22
74.1,49.3,88.5,85.8,79.1,81.5,74.5,62.3,73.9,75.5,73.4,64.4,66.9,56.3,53,51.7,57.6,50.1,47.7,66.6,Q99LF4,RNA-splicing ligase RtcB homolog OS=Mus musculus OX=10090 GN=Rtcb PE=1 SV=1,9
51.9,30.1,40.6,94.8,45.8,65.9,60,38.8,38.2,51.3,,,,,,,,,,,Q3U3R4,Lipase maturation factor 1 OS=Mus musculus OX=10090 GN=Lmf1 PE=1 SV=1,5
50.4,38.6,64.4,66.9,50.5,58.4,52.7,47.6,50.1,50.5,,,,,,,,,,,Q9DCI9,"39S ribosomal protein L32, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl32 PE=1 SV=1",6
38.4,26.5,37.9,59.4,47.5,48.1,45.7,76.9,42.8,92,,,,,,,,,,,Q3UH99,Protein shisa-6 OS=Mus musculus OX=10090 GN=Shisa6 PE=1 SV=1,1
246.7,168,260.3,274.2,235.8,235,243.8,201.3,227.4,197.4,94.2,94.6,93.8,94.3,117.2,88.4,73,85.7,57.7,97,Q8BMC4,Nucleolar protein 9 OS=Mus musculus OX=10090 GN=Nop9 PE=1 SV=1,3
41.5,25.2,43.1,72.4,36.6,43.5,49.7,43.7,29.2,42.5,76.3,86.6,212.1,132,95,112.8,92.4,100.5,62.3,127.1,Q7TSY8,Shugoshin 2 OS=Mus musculus OX=10090 GN=Sgo2 PE=1 SV=1,1
37.2,30.5,50.6,44.9,60,53.4,61.7,44.8,51.5,44.9,37.7,38.7,64.2,45.4,48.6,53.5,50,52,40.8,57.5,Q6NSR8,Probable aminopeptidase NPEPL1 OS=Mus musculus OX=10090 GN=Npepl1 PE=1 SV=1,10
88.7,50,87.8,112.4,72,89.6,85.6,77.8,73.4,77.5,26.7,20.4,43.1,29.8,36.2,25.8,29.6,24.9,27.6,37.9,Q9JKS5,Intracellular hyaluronan-binding protein 4 OS=Mus musculus OX=10090 GN=Habp4 PE=1 SV=2,10
91,55.1,91.2,95.1,90.8,88.2,108.3,73.6,88.1,90.5,89.6,82,120.5,112.8,105.7,115.4,92.1,100,79,120.3,Q9WU84,Copper chaperone for superoxide dismutase OS=Mus musculus OX=10090 GN=Ccs PE=1 SV=1,22
40.3,28.5,43.8,39.6,36.4,41.3,43.3,34,32.9,44.2,70.2,65.4,104.4,65.8,87.8,92.1,66.4,62.8,67,106.9,Q99MR6,Serrate RNA effector molecule homolog OS=Mus musculus OX=10090 GN=Srrt PE=1 SV=1,4
190.4,138.3,187.5,212.5,196.6,203.2,189,157.3,196.2,174.5,160.7,153,198.5,177.4,198.6,185.2,121.3,149.3,139.6,200.6,Q9DCS2,Methyltransferase-like 26 OS=Mus musculus OX=10090 GN=Mettl26 PE=1 SV=1,24
23.9,8.3,30.6,31.7,24.4,38.6,28.5,19.4,25.9,22.5,15.9,13.7,24.7,21.9,22.7,24.6,15.1,15.4,19.2,27.6,E9QAT4,Protein transport protein Sec16A OS=Mus musculus OX=10090 GN=Sec16a PE=1 SV=1,6
576.9,366.3,518.1,642.4,542.7,563.4,503.2,492.3,474.7,561,86.8,87.8,149.9,119,123.2,124,76.9,117.5,88.2,144.1,Q9DC71,"28S ribosomal protein S15, mitochondrial OS=Mus musculus OX=10090 GN=Mrps15 PE=1 SV=2",14
25.6,14.9,27.3,24,23.7,32.3,24.2,15.9,23.1,35.7,,,,,,,,,,,Q8BHL5,Engulfment and cell motility protein 2 OS=Mus musculus OX=10090 GN=Elmo2 PE=1 SV=1,3
48.7,34.6,142.6,187.9,117.2,94.6,111,52,139.3,64.2,35.8,33.4,89.8,66.3,74.8,76.9,57,54,52.3,63.6,Q5SW28,Phosphoinositide 3-kinase regulatory subunit 5 OS=Mus musculus OX=10090 GN=Pik3r5 PE=1 SV=1,1
53,36.6,48.7,97.8,49.4,61.8,57.4,48.4,52.8,45.1,25.7,32.2,59.9,37.2,36.1,36.3,26.7,39,24.2,45.9,Q9EPE9,Endoplasmic reticulum transmembrane helix translocase OS=Mus musculus OX=10090 GN=Atp13a1 PE=1 SV=2,3
161.8,95.9,65.1,189.5,81.9,161.4,139.6,111,85,118.6,131.2,137.5,220.7,190,127.5,153.2,91,122.5,70.7,142.9,Q99PG0,Arylacetamide deacetylase OS=Mus musculus OX=10090 GN=Aadac PE=1 SV=3,15
57.4,33.5,56.1,63.1,59,61.3,48.5,41.1,42.1,42.1,26.5,21,52.9,29.1,30,31.9,24.7,21.5,18.6,37.8,P52479,Ubiquitin carboxyl-terminal hydrolase 10 OS=Mus musculus OX=10090 GN=Usp10 PE=1 SV=3,5
513.6,336.4,585.4,631.6,619.7,610.1,576.7,453.3,594,527.1,296.9,316,546.7,403.6,423.9,469.6,324.6,355,328.7,483.5,Q60668,Heterogeneous nuclear ribonucleoprotein D0 OS=Mus musculus OX=10090 GN=Hnrnpd PE=1 SV=2,2
49.3,30.6,46.2,46.3,48.5,44.5,49.1,33.3,47.1,41.4,20,19.6,40.2,21.4,24.8,32.1,18,20,17.5,26.1,Q91XU0,ATPase WRNIP1 OS=Mus musculus OX=10090 GN=Wrnip1 PE=1 SV=2,5
158,96.5,127.6,263.2,121.9,165.1,156.1,134.4,112.4,126.4,59.9,53.5,96.3,66.2,69.1,63.3,51.6,62.2,40.6,79.1,P62821,Ras-related protein Rab-1A OS=Mus musculus OX=10090 GN=Rab1A PE=1 SV=3,13
42,26.9,52.2,64.1,54.2,46.2,44.4,34.9,52.5,35.4,,,,,,,,,,,Q8VE70,Programmed cell death protein 10 OS=Mus musculus OX=10090 GN=Pdcd10 PE=1 SV=1,5
21.3,10.5,16.2,35.7,12.7,18.7,22.3,15,11.3,16.7,8.3,9.1,19.7,13.6,10.6,15.7,11.6,11.4,7,22.8,P03921,NADH-ubiquinone oxidoreductase chain 5 OS=Mus musculus OX=10090 GN=Mtnd5 PE=1 SV=3,3
12,7.9,18.5,25.3,10.7,14,16,14.2,14.2,17.2,148.3,134.7,220.9,178.5,154,174.1,118.9,143.2,87.2,190.1,Q8BH06,Interleukin-17 receptor E OS=Mus musculus OX=10090 GN=Il17re PE=1 SV=1,1
4.9,2.8,1.7,3.6,5.2,9.4,4.8,133.4,9.5,130.9,7.2,6,11,4.3,15.7,9.8,527.6,61.2,26.6,66.2,Q9QYC1,Pecanex-like protein 1 OS=Mus musculus OX=10090 GN=Pcnx1 PE=1 SV=3,1
51.1,27.2,47.9,55.2,56.4,58.1,55,47,51.1,52.3,62,61.7,93.6,66.9,75.1,78,62,77.5,56.2,95.9,Q64737,Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus OX=10090 GN=Gart PE=1 SV=3,16
34.5,24.2,33.3,38,32.3,36.2,34.8,25.3,30.4,31.8,81.3,74.7,108.8,85.7,93.8,98.4,56.8,76.4,63.4,103.2,Q5RKZ7,Molybdenum cofactor biosynthesis protein 1 OS=Mus musculus OX=10090 GN=Mocs1 PE=1 SV=2,12
35,14.5,26.7,37.2,28.5,39.1,27.3,25.5,28.3,28,20.3,14.2,31.9,26,25.7,25.9,19.2,22,15.6,27.1,Q8BFY9,Transportin-1 OS=Mus musculus OX=10090 GN=Tnpo1 PE=1 SV=2,3
106.3,26.9,79.9,53.6,118.8,135.5,157.6,88.1,135.7,84.5,107,84.1,127.8,93.5,118.4,137.8,112.2,88.4,140.6,152.5,Q8R5I6,Glutathione S-transferase Mu 4 OS=Mus musculus OX=10090 GN=Gstm4 PE=1 SV=1,33
56.9,30.4,29.9,79.3,28.7,50.2,47.8,42.6,31.7,36.7,54.8,48.2,71.3,77,60.7,78.2,49.7,69.4,34.7,76.8,Q3UMR5,"Calcium uniporter protein, mitochondrial OS=Mus musculus OX=10090 GN=Mcu PE=1 SV=2",3
14,5.6,13.3,12.3,9,10.2,9.8,8,11.3,9.6,,,,,,,,,,,P59808,SAM and SH3 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Sash1 PE=1 SV=1,1
54.6,33.5,76.8,58.8,62.1,52.2,64,45.8,50.8,49.8,45.2,47.9,80.1,52.4,57.9,63.3,47.8,46.4,47,67.2,O70378,ER membrane protein complex subunit 8 OS=Mus musculus OX=10090 GN=Emc8 PE=1 SV=1,22
170.6,97.7,175.3,177.6,187.1,203.7,196.1,146.5,157.4,179.7,114.2,114.8,129.4,129.4,134.9,134.1,103.8,111.5,88.6,159.5,Q9D5J6,Sedoheptulokinase OS=Mus musculus OX=10090 GN=Shpk PE=1 SV=1,30
237.3,129.9,252.7,258.7,232.1,245.1,248,192.7,215.8,221.9,195.8,170.8,302.5,217.3,245.4,214.9,205.6,192.4,172.5,237.4,Q8VEF1,Protein Aster-A OS=Mus musculus OX=10090 GN=Gramd1a PE=1 SV=2,1
41.3,26.3,35.2,53.7,40.3,49.7,44.4,35.1,34.6,34,22.6,22.2,35.8,26.4,29.4,25,24.7,21.9,19.9,33.9,Q8BHA3,D-aminoacyl-tRNA deacylase 2 OS=Mus musculus OX=10090 GN=Dtd2 PE=1 SV=1,13
54.8,42.4,83.6,80.5,67.8,70.9,71.5,60.3,60.5,62.5,26.9,19.9,49.4,25.8,30.9,34.6,29.8,31.3,26.4,40.6,Q9JKF1,Ras GTPase-activating-like protein IQGAP1 OS=Mus musculus OX=10090 GN=Iqgap1 PE=1 SV=2,9
236.1,122.4,188.6,252.4,200.9,266.7,262.7,191.3,257.1,240.2,315.4,285,429.8,359.1,338.5,442.4,319.9,365.7,293.3,462.1,P14824,Annexin A6 OS=Mus musculus OX=10090 GN=Anxa6 PE=1 SV=3,21
51.4,32.3,34.4,50.2,48.8,45.1,43.4,38.2,38.1,47.8,33.2,30.4,43.4,38.1,41.5,51.4,26.8,32.3,31.1,58.5,O35857,Mitochondrial import inner membrane translocase subunit TIM44 OS=Mus musculus OX=10090 GN=Timm44 PE=1 SV=2,15
56.9,34.8,79.6,68.6,62.9,63.3,67.6,46.5,47.9,56.6,23.5,21,34.2,22.3,29.4,28.4,20.8,22.2,19,28.6,Q99LD9,Translation initiation factor eIF-2B subunit beta OS=Mus musculus OX=10090 GN=Eif2b2 PE=1 SV=1,12
17.8,7.4,12.6,26.2,13.2,18.4,20.7,11,21.2,18.1,,,,,,,,,,,P27546,Microtubule-associated protein 4 OS=Mus musculus OX=10090 GN=Map4 PE=1 SV=3,1
189.2,104.6,167.6,276.2,161.8,232.7,204.7,168,153.6,178.4,163,148.3,310.4,210.6,199,240.4,176.3,186.5,131.7,243.7,Q8BI84,Transport and Golgi organization protein 1 homolog OS=Mus musculus OX=10090 GN=Mia3 PE=1 SV=2,5
41.1,27.5,54.2,50.4,48.8,56.7,41.2,37.6,48,43.3,85.4,86.8,156.9,108.9,127.9,148.6,88.9,101,98.3,136.6,Q9D1K2,V-type proton ATPase subunit F OS=Mus musculus OX=10090 GN=Atp6v1f PE=1 SV=2,39
,,,,,,,,,,30.8,26.3,30.7,22.3,35.7,26.5,18.7,25,25.6,44.7,O89110,Caspase-8 OS=Mus musculus OX=10090 GN=Casp8 PE=1 SV=1,5
110,61.5,125,113,88.5,124.6,93.2,89,92,103.2,138.9,131.3,161.3,161.5,180.6,163.7,127,133.4,130.9,195,Q8CHT0,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh4a1 PE=1 SV=3",24
77.8,47.9,70.9,84.2,57.5,74.3,69.4,60.2,59.8,61.7,88.4,97.1,111.3,97.9,122.4,109,79.7,94,70,118,Q9DC70,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs7 PE=1 SV=1",18
208.3,141.5,177.3,257.7,161.1,182.8,161.3,149.7,140.8,177.3,209.8,238.7,238.5,247.7,253.1,246.3,210,211,149.4,260.6,Q9ET01,"Glycogen phosphorylase, liver form OS=Mus musculus OX=10090 GN=Pygl PE=1 SV=4",26
33.3,23.8,39.5,41.2,44.2,41.7,34.3,29.3,41.5,36,20.5,14.7,33.6,20.4,23,28.8,15.3,21.4,20.9,24.8,Q62018,RNA polymerase-associated protein CTR9 homolog OS=Mus musculus OX=10090 GN=Ctr9 PE=1 SV=2,1
167.7,103.2,140.3,212.2,173.6,207.3,199.5,148,148,161.5,192.5,210.9,194.3,226.9,233.7,232.4,189.4,180.4,158.9,254.4,Q8VC30,Triokinase/FMN cyclase OS=Mus musculus OX=10090 GN=Tkfc PE=1 SV=1,32
18.1,13.2,25.4,51.7,21.4,24.2,27.5,13.9,24.7,17,41.4,34.4,76.7,46.5,63.6,64.5,61.3,43.3,37.7,53.7,Q810J8,Zinc finger FYVE domain-containing protein 1 OS=Mus musculus OX=10090 GN=Zfyve1 PE=1 SV=2,5
28,14.1,35.9,36.8,34.5,33.1,29.2,25.1,33.2,31.2,199.4,123.2,194.3,175.2,204.7,257.8,184.2,181.4,132.3,280.1,Q8VE37,Regulator of chromosome condensation OS=Mus musculus OX=10090 GN=Rcc1 PE=1 SV=1,6
98,57.2,99.4,106.5,97.8,110.9,110.6,85.3,107.2,89.7,146.1,122.6,173.6,170.7,151.7,153,123.2,139.1,120.1,178.6,Q9Z2Y8,Pyridoxal phosphate homeostasis protein OS=Mus musculus OX=10090 GN=Plpbp PE=1 SV=1,21
20,11.5,23.3,23.5,20.3,22.1,25.9,19.4,21.9,18.2,22.9,24.9,37.4,30.8,28.6,27.3,24.8,20.6,19.6,36.3,Q9CY18,Sorting nexin-7 OS=Mus musculus OX=10090 GN=Snx7 PE=1 SV=1,8
95.8,59.7,102,97.7,93.1,110.7,96.2,78.9,78.8,80.9,49.5,42.7,55.8,54.6,55.8,59.4,44.8,46.3,38.4,55.9,O55013,Trafficking protein particle complex subunit 3 OS=Mus musculus OX=10090 GN=Trappc3 PE=1 SV=1,4
105,53.8,101.7,88.7,104.2,107.8,113.5,79.3,87.7,94.8,89.8,80.4,113.9,92.2,101.7,90,87,78.5,71.5,109.5,Q8BG32,26S proteasome non-ATPase regulatory subunit 11 OS=Mus musculus OX=10090 GN=Psmd11 PE=1 SV=3,8
126.4,69.6,92.1,126,107.2,128.7,95,110.7,80.7,115.6,,,,,,,,,,,Q91VS8,"FERM, ARHGEF and pleckstrin domain-containing protein 2 OS=Mus musculus OX=10090 GN=Farp2 PE=1 SV=2",5
35.6,29,40,41.3,39.2,34.2,42.7,30.3,36,34.2,84.5,83.6,134.9,78.3,131.8,113.6,72.5,84.6,59.7,107.6,P10605,Cathepsin B OS=Mus musculus OX=10090 GN=Ctsb PE=1 SV=2,26
360.4,220.7,309,327.9,316.4,320.6,341,268.4,282.9,290.5,499.6,470,661.5,528.4,516.8,498.2,503.2,480.9,331.9,568.3,Q8BJ73,R-spondin-4 OS=Mus musculus OX=10090 GN=Rspo4 PE=1 SV=2,3
105.2,61.8,132.7,118.6,119.9,110.8,115.6,93.2,81,79.1,59.2,58.6,94.9,61.7,81.1,66.9,54.4,64.2,46.4,85.1,P29341,Polyadenylate-binding protein 1 OS=Mus musculus OX=10090 GN=Pabpc1 PE=1 SV=2,18
88.9,46.9,83.9,78.7,75.2,85.9,88.4,61.1,73.1,70.7,62.7,55.9,73.8,78.4,79.9,70.1,51.6,57.8,55.9,80.2,O08756,3-hydroxyacyl-CoA dehydrogenase type-2 OS=Mus musculus OX=10090 GN=Hsd17b10 PE=1 SV=4,30
87.2,56.6,102,123.4,91.7,104.3,91.6,83.9,88.7,93.4,169,151.3,319.9,181.3,221.3,206.5,171.5,180.2,155.6,251.5,Q61532,Mitogen-activated protein kinase 6 OS=Mus musculus OX=10090 GN=Mapk6 PE=1 SV=3,1
73.5,48.8,95.4,58.9,47.3,70.7,68.4,64.7,60,64.7,56.9,45,58.8,53.2,48.7,48.3,45.8,39,30.2,61.3,O08677,Kininogen-1 OS=Mus musculus OX=10090 GN=Kng1 PE=1 SV=1,8
68.4,40.9,81.8,86.1,68.6,69,66.7,59,62.2,59.6,125,111.9,221.7,140,166.3,156.9,105.9,151.5,113.4,182.1,P29351,Tyrosine-protein phosphatase non-receptor type 6 OS=Mus musculus OX=10090 GN=Ptpn6 PE=1 SV=2,14
21.6,12.2,30.8,28,26.6,32.2,25.4,23.8,25.7,24.7,30.2,29.6,44.7,29.9,35.9,40.4,34.3,33.6,22.7,44.9,Q6NT99,Dual specificity protein phosphatase 23 OS=Mus musculus OX=10090 GN=Dusp23 PE=1 SV=1,28
46.2,30.6,48.1,50.3,43.3,45.2,49.2,38.8,38,46,15.5,11.8,21,14.7,20.9,22.2,14.5,17.5,12.9,21.5,Q9JLN9,Serine/threonine-protein kinase mTOR OS=Mus musculus OX=10090 GN=Mtor PE=1 SV=2,5
91.6,46.1,75.2,67,83.6,62.3,73.6,61.6,86.1,65.4,55.5,68.3,66.3,65.4,77.5,73.4,47.3,61.3,50.6,88.6,Q7TNE1,Succinate--hydroxymethylglutarate CoA-transferase OS=Mus musculus OX=10090 GN=Sugct PE=1 SV=2,8
125.7,73.1,109.4,154.3,102.7,121.8,138.1,109.9,102.2,103.6,147,149.9,253,194.4,204.2,187.3,184.7,173.3,142.2,230.2,Q91X83,S-adenosylmethionine synthase isoform type-1 OS=Mus musculus OX=10090 GN=Mat1a PE=1 SV=1,29
325.1,228.2,229.2,199.3,217.5,275.8,231.7,291.7,163.3,303.8,187.8,173.2,200.8,162.3,143,129,136.9,180.5,96.9,254.3,P23950,mRNA decay activator protein ZFP36L1 OS=Mus musculus OX=10090 GN=Zfp36l1 PE=1 SV=1,2
76.3,50.2,51.5,52.2,63.5,73.6,60.5,65.7,64.9,71,31.6,26.9,45.4,30.3,38.1,36.8,83,29.9,26.2,44.9,Q9EPB5,Serine hydrolase-like protein OS=Mus musculus OX=10090 GN=Serhl PE=1 SV=1,6
9.5,9.6,8.7,8.8,11.9,12.8,14.2,9.2,9.5,7.4,47.8,46.5,101.6,59.7,73.7,55.7,51.8,53.9,45.7,72.3,Q80YD1,"ATP-dependent RNA helicase SUPV3L1, mitochondrial OS=Mus musculus OX=10090 GN=Supv3l1 PE=1 SV=1",4
,,,,,,,,,,24.7,21.9,41.4,35.8,33.4,35.5,28.9,23,20.3,32.2,O88843,Death domain-containing protein CRADD OS=Mus musculus OX=10090 GN=Cradd PE=1 SV=2,6
166.2,82.8,90.5,236.4,101.7,163.7,170.3,138.8,98.7,135.1,94.5,98.3,149.4,152.8,99.5,123.3,102.4,107.2,61.2,142.3,P19783,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Mus musculus OX=10090 GN=Cox4i1 PE=1 SV=2",20
86.9,54.6,81.8,114.4,101.8,103,100.1,96,91.7,91.5,87.9,75.5,133.1,92.8,103.4,119,75,78.8,75.5,129.1,P07901,Heat shock protein HSP 90-alpha OS=Mus musculus OX=10090 GN=Hsp90aa1 PE=1 SV=4,21
51.7,32.7,67.4,74.8,64.4,68.6,74.6,50.2,70.4,56.6,72.8,44,95.1,63.7,73.7,73.7,53.6,53,52.4,74.9,O09164,Extracellular superoxide dismutase [Cu-Zn] OS=Mus musculus OX=10090 GN=Sod3 PE=1 SV=1,11
108,69.7,118.8,116.5,118.2,128.2,113,97.4,109.8,110.2,65.9,62.2,94.9,61.4,76.4,77.2,71.9,64.2,56.8,89.6,Q8C2Q3,RNA-binding protein 14 OS=Mus musculus OX=10090 GN=Rbm14 PE=1 SV=1,18
,,,,,,,,,,132.4,115.3,176.9,132.8,185.2,235.4,112.1,143.8,135.8,188.1,F8VQB6,Unconventional myosin-X OS=Mus musculus OX=10090 GN=Myo10 PE=1 SV=1,0
