ensembl_id,Accession,Mmus_C57-6J_LVR_GC_I_Rep1_M31,Mmus_C57-6J_LVR_GC_I_Rep2_M32,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus_C57-6J_LVR_GC_C_Rep1_M36,Mmus_C57-6J_LVR_GC_C_Rep2_M37,Mmus_C57-6J_LVR_GC_C_Rep3_M38,Mmus_C57-6J_LVR_GC_C_Rep4_M39,Mmus_C57-6J_LVR_GC_C_Rep5_M40,Mmus_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_FLT_C_Rep4_M28,Mmus_C57-6J_LVR_FLT_C_Rep5_M30,GC_mean,GC_std,FLT_mean,FLT_std,Checked,Master,Description,Coverage,# Peptides,# PSMs (peptide-spectrum matches),# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI (isoelecric point),Ratios: (BA_Casis) / (Pool),Ratios: (GC_Casis) / (Pool),Ratios: (FLIGHT_Casis) / (Pool),Ratio Standard Errors [%]: (BA_Casis) / (Pool),Ratio Standard Errors [%]: (GC_Casis) / (Pool),Ratio Standard Errors [%]: (FLIGHT_Casis) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
ENSMUSG00000062328,Q9CPR4,2331.45376726279,2069.99148416537,1985.44015376707,1599.77579031572,1080.21849390156,1020.48414793386,1083.55519320236,759.500006154673,1169.94744442143,1290.56315904342,853.356056574301,1070.60387758243,575.892982404037,987.655680585252,1359.3072195774348,593.6465871428177,1194.7553857531755,475.4385906733201,False,IsMasterProteinCandidate,60S ribosomal protein L17 OS=Mus musculus GN=Rpl17 PE=1 SV=3,66.304347826087,18,42,18,1,184,21.409,10.18,1.5,1.28,1.08,13.44,15.11,23.47,,18,0,0.0,Green,45.0200152270723
ENSMUSG00000062376,Q9CRC6,226.342728139124,262.472717774049,259.905553775062,249.865664486949,466.485060638633,449.647579458849,392.441718348884,358.837025291198,378.869236423797,432.382284181272,549.014410700208,530.538254546688,464.532761774839,452.35587956597,362.1565808677906,89.56273735698713,419.7992584329983,120.15438431047653,False,IsMasterProtein,UPF0693 protein C10orf32 homolog OS=Mus musculus PE=1 SV=1,49.5238095238095,4,4,4,1,105,11.539,6.79,2.04,1.49,1.24,44.51,33.43,42.84,,4,0,0.0,Green,13.6245121577956
ENSMUSG00000038069,Q8BI72,271.814993751282,234.56995878189,303.844809225277,286.526432341777,310.163519632018,367.712094359869,334.275269858443,285.867642773127,297.268399485172,310.825740172517,203.981966549637,329.309732248661,285.493117709397,292.555145448489,300.23883980597157,43.09928402308114,287.5052776708222,39.92720099624928,False,IsMasterProtein,CDKN2A-interacting protein OS=Mus musculus GN=Cdkn2aip PE=1 SV=1,19.1829484902309,9,11,9,1,563,59.708,9.16,1.36,1.25,1.09,25.9,29.51,18.6,,9,0,0.0,Green,23.5666697473991
ENSMUSG00000041028,Q91VC9,6430.62371028995,7069.34485337805,6553.02626629326,5805.18844637783,4608.33236595979,3004.27127002104,3780.72900351119,3341.50861333158,3297.10883687781,4680.95490491557,3715.66166704784,4369.6791859694,2653.33596848098,3647.99716259895,4504.559807624201,1627.06463138819,4489.406228811976,1336.5777086586113,False,IsMasterProtein,Growth hormone-inducible transmembrane protein OS=Mus musculus GN=Ghitm PE=1 SV=1,4.33526011560694,2,3,2,1,346,37.25,9.8,,,,,,,,2,1,0.0002286236854138,Yellow,5.06812699540375
ENSMUSG00000041037,Q8VIM9,606.893423377947,556.259938224307,594.310086716465,405.382567361523,144.893118514818,186.881276421306,211.849115251002,178.489465034118,166.702500265879,147.194449029305,272.753015111647,239.637161511161,254.538554936714,211.272919166755,293.1384052984824,198.61216864853787,303.58410769051,150.17147785949217,False,IsMasterProtein,Immunity-related GTPase family Q protein OS=Mus musculus GN=Irgq PE=1 SV=1,3.77358490566038,2,2,2,1,583,59.287,4.83,1.67,1.54,1.44,33.28,21.87,19.08,,2,3,0.0006514657980456,Yellow,4.12451754767414
ENSMUSG00000007338,Q9CQ40,615.517144535873,597.296047344606,497.69797768008,787.336043880244,567.551243495804,526.842581260121,529.915681354698,497.612209124792,585.983086578087,651.029668225418,602.1364081025,663.176281642186,485.401804626351,655.363547497738,560.1025705277115,43.01537322583196,620.3059616649309,104.46041927354062,False,IsMasterProtein,"39S ribosomal protein L49, mitochondrial OS=Mus musculus GN=Mrpl49 PE=1 SV=1",53.0120481927711,8,9,8,1,166,19.121,9.5,1.4,1.42,1.22,20.12,37.56,15.85,,8,0,0.0,Green,24.5536190186563
ENSMUSG00000044562,Q3U0S6,190.691113301507,185.66907377173,177.440467422152,161.738540694966,149.605073669559,182.350801514967,164.096223165415,177.559544384551,138.413576161084,111.709891719508,177.932739406276,109.684493021312,153.783693643293,94.6190066362188,169.7693437098304,19.712383618268998,140.9869760776751,34.82147703594147,False,IsMasterProtein,Ras-interacting protein 1 OS=Mus musculus GN=Rasip1 PE=1 SV=3,11.0301768990635,7,9,6,1,961,103.494,7.83,1.44,1.35,1.19,42.27,35.52,46.89,,7,1,0.0002491901320707,Yellow,6.67308323283389
ENSMUSG00000000628,O08528,43.6863666789092,565.891564402292,201.975733544818,45.3850384632125,43.0409188936586,40.7825120054799,41.3076537224682,20.748612917315,17.5817974502531,84.5938921312596,100.658990576533,14.5334186494551,48.1203606779089,83.2638176491053,110.43420372433944,201.1357123146759,82.6473216703275,60.260478855053485,False,IsMasterProtein,Hexokinase-2 OS=Mus musculus GN=Hk2 PE=1 SV=1,19.4111232279171,16,19,16,1,917,102.469,6.11,1.24,2.49,1.15,24.76,163.46,32.86,,16,0,0.0,Green,21.9486284734561
ENSMUSG00000000631,Q9JMH9,2384.43441361802,2988.37918636516,1708.3044249181,2119.3671171902,1912.4862089301,2700.6793170623,2019.99474040081,2100.4546446779,2120.08731745563,1611.61070756568,1627.44798144327,1618.79870100743,1831.49440207822,1818.81909289139,2318.0736897871316,395.81333722500005,1762.2632038706129,182.51925220152472,False,IsMasterProteinCandidate,Unconventional myosin-XVIIIa OS=Mus musculus GN=Myo18a PE=1 SV=2,29.4146341463415,49,67,46,1,2050,232.611,6.28,1.79,1.77,1.26,40.57,50.31,34.25,,49,0,0.0,Green,115.804654967476
ENSMUSG00000000673,Q78JT3,10103.978134627,10182.7361634415,7764.3794545573,11937.3760444902,12786.6452625913,10925.7332548143,11838.0874445446,10266.9044421584,13237.253464062,13806.6821096552,14811.6632670992,14330.7178577318,11902.7842008725,14075.9524512934,11334.476880891301,1299.3839208567035,12661.365055099943,2442.792214144593,False,IsMasterProtein,"3-hydroxyanthranilate 3,4-dioxygenase OS=Mus musculus GN=Haao PE=1 SV=1",95.8041958041958,26,170,25,1,286,32.784,6.54,1.56,1.4,1.18,19.89,20.64,19.95,,26,0,0.0,Green,126.952868301861
ENSMUSG00000073775,Q9D1R2,241.267181453509,270.675839425008,228.057886328559,311.036566720372,342.795800177388,299.009942523509,296.93595592427,323.510536642515,344.518385617154,304.901261657366,409.710866158606,376.741115107968,337.263472779078,295.521377573779,302.6733773947647,37.93833335138186,323.3189351893897,58.94825991979848,False,IsMasterProtein,Protein KTI12 homolog OS=Mus musculus GN=Kti12 PE=1 SV=1,20.2279202279202,5,5,5,1,351,38.421,6.92,1.33,1.29,1.23,24.56,4.56,29.97,,5,2,0.0004414036636504,Yellow,4.45697538534282
ENSMUSG00000024944,Q9D0J4,94.2701534740876,169.674676783132,209.269721364218,145.049459567191,119.335179815083,164.617174950038,115.2293676632,149.828894312291,151.419180993571,138.05048668866,155.936936973435,95.0466516148041,118.406982676786,141.271993516374,137.76780399877183,28.31535388170858,143.29031891449543,35.34231271388667,False,IsMasterProtein,ADP-ribosylation factor-like protein 2 OS=Mus musculus GN=Arl2 PE=1 SV=1,12.5,2,2,2,1,184,20.851,5.96,1.42,1.63,1.29,14.24,12.5,15.54,,2,1,0.0002753303964757,Yellow,9.10978714189389
ENSMUSG00000024949,Q64213,1949.40085242259,1834.85274587581,1584.30891488352,1901.70051467043,2574.59280492858,4330.55433234903,2924.65909149384,3358.77301376613,3760.04923051307,2461.05349346285,2493.23544461182,2467.77778557464,4072.75142201703,3544.83167229614,2961.840295907007,923.2685439264542,2646.522749645204,876.9256091535119,False,IsMasterProtein,Splicing factor 1 OS=Mus musculus GN=Sf1 PE=1 SV=6,23.2771822358346,10,14,10,1,653,70.358,8.98,1.53,1.4,1.08,27.09,20.11,22.79,,10,0,0.0,Green,44.7505869155131
ENSMUSG00000024953,P99029,2791.86884020868,3375.46549733694,2568.43634072985,4054.59095218872,4435.83745101833,3752.12745669036,4111.29655461351,3594.03043350733,3887.36994833934,4543.92660175281,4034.58703472786,5054.29807498801,3675.21011568915,4245.10985835701,3706.8565973877844,530.6241112707053,4025.16556834763,776.9690786849775,False,IsMasterProtein,"Peroxiredoxin-5, mitochondrial OS=Mus musculus GN=Prdx5 PE=1 SV=2",60.952380952381,14,54,14,1,210,21.884,8.85,1.94,1.48,1.23,29.61,22.02,19.83,,14,0,0.0,Green,83.0302233223337
ENSMUSG00000024955,O08580,507.196316209251,750.742410377234,519.233366093416,603.159690695818,799.744223945512,919.203377292355,723.661004633644,855.724989020324,987.486703657467,554.460492354947,720.52340380224,621.804878190985,619.799972169657,610.408078090435,791.9655750193981,155.99259316069654,607.0556973424997,62.928941492212495,False,IsMasterProtein,Steroid hormone receptor ERR1 OS=Mus musculus GN=Esrra PE=1 SV=4,3.7914691943128,1,1,1,1,422,45.436,6.38,,,,,,,,1,3,0.0006550218340611,Yellow,4.26589430217723
ENSMUSG00000024960,P51432,522.406356248308,416.755559258324,412.343576650947,487.852532968816,396.071901355658,562.811100460164,472.567690811529,569.370896495006,622.840319157961,426.810289057202,538.149800003955,469.017733052967,604.335145620048,556.570210846385,508.97483196956426,83.93323672236406,499.29704117147423,70.33941961658753,False,IsMasterProtein,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 OS=Mus musculus GN=Plcb3 PE=1 SV=2",14.9918962722853,12,14,12,1,1234,139.4,5.94,1.97,1.89,1.59,28.15,23.04,21.36,,12,0,0.0,Green,28.4506642103507
ENSMUSG00000063785,Q640M1,241.375995558211,268.583714810215,203.413260189063,245.353102856349,270.422154429053,424.791687598231,397.364222869115,424.554141129276,369.443123319354,291.149324696196,429.613164740182,345.05400931593,498.964466375929,326.923357120968,342.3621485304936,79.71363649654324,334.3529550420882,102.6920150705728,False,IsMasterProtein,U3 small nucleolar RNA-associated protein 14 homolog A OS=Mus musculus GN=Utp14a PE=1 SV=1,12.9074315514993,6,7,6,1,767,87.212,9.2,1.33,1.6,1.32,11.11,5.84,20.4,,6,3,0.0006447453255963,Yellow,3.93863350014458
ENSMUSG00000063787,Q9CQA6,461.57360196897,634.076294126597,419.808999933757,502.1278789687,1253.08167511889,867.046553827704,992.522081740054,780.353702894598,894.471473804396,1081.32423636604,904.075821224174,1403.26481025513,786.353815993874,846.057113574015,840.4464833544582,253.8915483573601,849.0018109022415,334.8322377421368,False,IsMasterProtein,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1 OS=Mus musculus GN=Chchd1 PE=1 SV=1,9.32203389830508,1,2,1,1,118,13.599,10.15,1.19,1.12,0.84,3.05,21.64,40.04,,1,18,0.0036202735317779,Yellow,2.60722693158769
ENSMUSG00000063802,Q99P31,317.811209260612,355.718619691415,367.960680571306,389.761661055384,328.990507634506,222.508600876597,261.049466617268,210.070002558873,247.812572543672,237.572631313189,263.583929229462,313.701006973207,266.684338423985,246.54231892763,277.708711311849,56.44604421048364,297.97236664202325,60.58838166318494,False,IsMasterProtein,Hsp70-binding protein 1 OS=Mus musculus GN=Hspbp1 PE=1 SV=1,24.3697478991597,6,7,6,1,357,39.142,5.36,1.34,1.19,0.91,26.84,14.79,45.88,,6,3,0.0006414368184733,Yellow,3.82028924317185
ENSMUSG00000037216,Q8VCM4,131.876400866485,146.442158502898,131.375628529845,173.681746036772,159.630538124079,147.271242006451,175.12701682246,152.965109054417,147.082670951554,142.309743772494,95.6987900666087,159.465332168761,118.684549302868,147.332648758036,151.4850194754777,13.382508119415856,138.36406266219782,25.964890439001472,False,IsMasterProteinCandidate,"Lipoyltransferase 1, mitochondrial OS=Mus musculus GN=Lipt1 PE=1 SV=1",26.2734584450402,9,11,9,1,373,42.119,8.48,1.71,1.57,1.53,34.85,27.64,39.28,,9,0,0.0,Green,22.3569098941972
ENSMUSG00000037217,O88935,3.32317945592789,5.9775249232332,57.8783833425384,22.8561348986701,4.72164991782486,3.40482069622905,0.0,15.8361924183661,9.11154076889132,5.26773465173649,8.21110326837822,4.77868705064193,7.31957796601491,9.09169290907088,6.05355831149606,5.130745490083025,16.48618772672156,19.25266932684734,False,IsMasterProtein,Synapsin-1 OS=Mus musculus GN=Syn1 PE=1 SV=2,5.94900849858357,4,4,4,1,706,74.052,9.8,1.48,1.17,1.0,34.15,35.99,31.39,,4,26,0.005091051497944,Yellow,2.22671978250343
ENSMUSG00000037234,Q8BUK6,1000.77985206728,1071.54974179609,968.752053573346,727.785525806163,1068.30678269338,2133.14940852668,1630.96498707072,1762.13344281541,2079.63563550312,1614.44781638538,1507.1721682137,1672.80337747437,2031.0231990706,1465.35584725804,1535.217121496097,488.7380190080865,1426.7628553973716,441.05752166419586,False,IsMasterProtein,Protein Hook homolog 3 OS=Mus musculus GN=Hook3 PE=1 SV=2,32.033426183844,17,25,16,1,718,83.166,5.19,1.68,1.49,1.27,18.68,21.02,23.67,,17,0,0.0,Green,63.4148077057195
ENSMUSG00000031575,Q91X20,455.718741063723,421.331005332439,418.296219347033,394.319915332503,438.02412577257,407.592985736988,359.682921577811,383.851671915624,351.585365849702,347.380261523,390.455073949646,442.832514198016,336.973508837136,337.02723563148,402.5409738926939,39.2600172810592,381.04067554554484,41.799715951134424,False,IsMasterProtein,Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Mus musculus GN=Ash2l PE=1 SV=1,10.7544141252006,6,6,6,1,623,68.207,5.69,1.55,1.3,1.14,10.68,17.71,21.2,,6,1,0.0002985965959988,Yellow,11.6473036865516
ENSMUSG00000031584,P47791,1637.0913725312,1618.45703554615,1576.0364289212,1559.93178449965,937.196483751541,827.03100671817,1059.79042874041,859.339005106346,830.823397640397,1192.72522719465,1250.26762834531,1442.2657658775,1247.28445098901,1059.45300946101,1109.9612471477449,362.76206126966156,1332.5663278983327,196.29875202172298,False,IsMasterProtein,"Glutathione reductase, mitochondrial OS=Mus musculus GN=Gsr PE=1 SV=3",51.6,17,32,17,1,500,53.629,7.99,1.54,1.42,1.23,15.92,21.1,19.97,,17,0,0.0,Green,87.6583418681092
ENSMUSG00000031585,Q9D902,163.28726319327,145.123032654396,171.024218306575,212.819267476787,195.062278248565,149.575235741005,153.759919451288,215.154152458736,154.804827339346,162.711390422969,122.439362744531,171.700556074108,124.958675550821,145.723837468525,168.10952986951517,26.513288986460534,158.7681868634737,31.32503316868667,False,IsMasterProtein,General transcription factor IIE subunit 2 OS=Mus musculus GN=Gtf2e2 PE=1 SV=2,14.3835616438356,2,2,2,1,292,33.026,9.64,1.84,1.59,1.17,12.46,39.12,19.31,,2,1,0.0002926543751829,Yellow,11.0988370095477
ENSMUSG00000031586,Q9WVB0,548.651627253044,580.250419606225,665.972788393853,1162.39831443977,964.326151841092,697.111445509959,724.984524602635,778.928800197648,730.169550302861,885.498766446446,885.641581329576,786.929800551658,760.995971604805,842.054070715042,717.7746456162092,137.03744487065248,855.64161335445,155.8466749339316,False,IsMasterProtein,RNA-binding protein with multiple splicing OS=Mus musculus GN=Rbpms PE=1 SV=2,31.9796954314721,6,10,6,1,197,21.802,8.07,1.47,1.45,1.24,14.76,32.61,19.19,,6,0,0.0,Green,17.1851521861707
ENSMUSG00000031590,P97376,285.759247627409,338.200820653876,305.674306045201,432.401834598938,370.702675518301,344.581181660065,306.185099570256,340.83664118559,338.667264770489,378.12444171564,351.588780084985,371.605006769959,285.987786836599,326.306423232539,332.1332758551408,27.75387052583413,350.24122561198016,49.453102256736166,False,IsMasterProtein,Protein FRG1 OS=Mus musculus GN=Frg1 PE=1 SV=2,25.5813953488372,5,6,5,1,258,29.109,8.92,1.63,1.51,1.67,21.04,19.51,46.27,,5,1,0.0002473410833539,Yellow,6.50306407054548
ENSMUSG00000031591,Q9WV54,1107.82250753678,964.341962537027,1210.67286091193,821.429659591332,587.530427425342,429.934889413965,659.488468486545,646.887493292725,529.52757534627,743.644179890884,351.375101785743,584.584706563016,474.686532702799,464.907158785281,703.6476177198077,243.31401995463125,664.4714571758551,291.40339113855055,False,IsMasterProtein,Acid ceramidase OS=Mus musculus GN=Asah1 PE=1 SV=1,36.8020304568528,12,15,12,1,394,44.641,8.46,1.51,1.29,1.06,13.18,19.98,18.5,,12,0,0.0,Green,47.2184821714796
ENSMUSG00000070319,Q9Z1D1,1035.99077401672,1068.96301843558,1003.64110810786,1210.36757270236,1023.42399076384,893.578235576007,1073.30402562112,1082.53461306175,1212.25501609483,1001.49197920788,1077.06557447542,1142.36756327629,999.517046383952,1000.28923285329,1055.7213819385495,94.3654567443583,1062.1057252867215,85.12548997750122,False,IsMasterProteinCandidate,Eukaryotic translation initiation factor 3 subunit G OS=Mus musculus GN=Eif3g PE=1 SV=2,60.0,22,34,22,1,320,35.616,5.9,1.52,1.46,1.18,19.38,37.38,26.98,,22,0,0.0,Green,39.3619174066509
ENSMUSG00000070327,E9Q555,2637.58196777332,1700.37453610735,2218.80448467352,2386.64338444664,1932.32282104649,2240.74881625859,2326.0785978564,2387.99148702965,1922.16511833372,2162.81773313192,5186.7108711002,2684.09349561686,4074.99406156963,2621.42396836012,2163.894763486503,324.9920095497231,3047.926856985556,1143.9479468828988,False,IsMasterProtein,E3 ubiquitin-protein ligase RNF213 OS=Mus musculus GN=Rnf213 PE=1 SV=1,14.0194174757282,57,72,56,1,5150,584.127,6.77,1.55,1.4,1.27,20.76,16.44,21.45,,57,0,0.0,Green,93.4398152844437
ENSMUSG00000023057,P55050,748.681068653041,1148.3318952621,629.013097876018,1198.53267216934,2346.56017293013,1958.28795951272,1670.48126344449,1043.03746930589,1521.53817835674,1942.42177310995,1142.49716661963,2148.36757918933,810.280530872453,1197.63338472519,1490.9882867807298,555.6702566362243,1295.535172080273,557.9611706164525,False,IsMasterProtein,"Fatty acid-binding protein, intestinal OS=Mus musculus GN=Fabp2 PE=1 SV=2",58.3333333333333,10,33,10,1,132,15.117,7.24,1.77,1.48,1.44,22.08,24.72,26.26,,10,0,0.0,Green,26.9401564384878
ENSMUSG00000023070,Q64374,30867.2807999084,26577.687621184,24198.0264812163,32118.6753319152,23159.3312319112,23698.8030206125,30598.2950055919,23164.4677604155,26675.4219278874,41063.099175933,19700.0654026387,29989.0667802269,22814.0708071075,33342.0666193965,26391.61248107298,3315.5262134962354,29032.15294263344,7335.785684631367,False,IsMasterProtein,Regucalcin OS=Mus musculus GN=Rgn PE=1 SV=1,94.314381270903,34,417,32,1,299,33.385,5.34,1.76,1.38,1.17,14.8,17.04,19.0,,34,0,0.0,Green,208.667097496115
ENSMUSG00000031429,Q9Z2X2,209.250928658028,214.228361522556,175.364842155505,218.342892080098,330.006675170826,181.141237815706,231.165357957794,249.460558220442,207.618507338796,218.941521289117,178.695331477954,259.27034978142,142.021834400952,156.451542588874,231.83880381202113,48.1752295716252,192.72690196770284,41.14334156111,False,IsMasterProtein,26S proteasome non-ATPase regulatory subunit 10 OS=Mus musculus GN=Psmd10 PE=1 SV=3,18.6147186147186,3,3,3,1,231,25.068,6.06,1.59,1.31,1.04,26.79,14.92,36.34,,3,1,0.0002900232018561,Yellow,10.7735771029754
ENSMUSG00000031432,Q9D7G0,653.258256828444,685.606559844197,603.773439628195,614.928514591435,567.678935388243,395.126703686048,450.919187042725,471.811273444741,434.106141976262,448.125062794069,423.377605586701,552.21181280146,329.233605578332,397.252229348448,522.6438654586657,113.6317542536463,481.27175290409144,109.94589520370481,False,IsMasterProtein,Ribose-phosphate pyrophosphokinase 1 OS=Mus musculus GN=Prps1 PE=1 SV=4,81.4465408805032,24,44,24,1,318,34.812,6.98,1.49,1.29,1.13,17.72,17.88,24.51,,24,0,0.0,Green,83.8629116611255
ENSMUSG00000040269,Q9CY16,291.017082390681,346.738386820075,279.246872992609,383.614361640138,545.410215958656,443.984228940419,470.582468755511,409.962737477025,477.880092521044,647.910121807453,752.686028512292,708.17238913235,552.560307636515,515.862236244395,426.510744694773,85.6538886299963,548.578902566536,172.16066366962286,False,IsMasterProtein,"28S ribosomal protein S28, mitochondrial OS=Mus musculus GN=Mrps28 PE=1 SV=1",45.1612903225806,8,13,8,1,186,20.508,8.92,1.63,1.6,1.32,33.37,30.5,33.88,,8,0,0.0,Green,18.5083707876579
ENSMUSG00000040274,Q64261,585.823864797839,446.858339998036,467.475879970968,527.196053983436,270.420233019703,689.507149314511,717.257853640861,691.971815013456,590.320534642343,305.970272188616,363.326238051629,396.323957066576,460.805226853011,511.758731157202,570.3085414895355,161.46130367480973,433.26519418163394,81.00738231905363,False,IsMasterProtein,Cyclin-dependent kinase 6 OS=Mus musculus GN=Cdk6 PE=1 SV=2,35.8895705521472,9,18,9,1,326,37.005,6.62,1.74,1.51,1.25,59.02,38.66,34.77,,9,0,0.0,Green,21.8628745963078
ENSMUSG00000025991,Q8C196,91286.9137411155,90117.8658925364,80242.1232169065,79417.6706946679,76338.6467126728,37603.9102305401,46252.5653260493,32032.3460917486,52610.2981685845,60011.9551939858,49612.9376892289,61945.5995921398,40305.1191394407,43107.4450883047,60891.792309035314,24747.77866959095,59234.692944953465,16163.812107189564,False,IsMasterProtein,"Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Mus musculus GN=Cps1 PE=1 SV=2",90.0,158,2109,156,1,1500,164.514,6.92,1.54,1.27,1.2,21.93,24.72,16.75,,158,0,0.0,Green,996.281591137892
ENSMUSG00000026000,O89112,236.792890791123,281.690194100297,277.035846526751,330.217548677336,473.126072430038,327.847593747645,339.883471532668,345.831244369849,266.672500370839,384.834321258893,336.557848674247,284.46771415846,384.956383993319,342.388386729025,324.5491381917799,77.09497202694901,334.3511500025758,42.75783519744849,False,IsMasterProtein,LanC-like protein 1 OS=Mus musculus GN=Lancl1 PE=1 SV=1,28.5714285714286,9,12,9,1,399,45.312,7.77,1.53,1.4,1.1,13.39,11.93,25.7,,9,0,0.0,Green,18.0512558164644
