Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs (peptide-spectrum matches),# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI (isoelecric point),Ratios: (BA_Casis) / (Pool),Ratios: (GC_Casis) / (Pool),Ratios: (FLIGHT_Casis) / (Pool),Ratio Standard Errors [%]: (BA_Casis) / (Pool),Ratio Standard Errors [%]: (GC_Casis) / (Pool),Ratio Standard Errors [%]: (FLIGHT_Casis) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
FALSE,IsMasterProtein,G3X982,Aldehyde oxidase 3 OS=Mus musculus GN=Aox3 PE=1 SV=1,55.7303370786517,59,114,58,1,1335,146.807,6.46,1.72,1.38,1.26,19.18,23.05,19.15,,59,0,0,Green,234.463731589572
FALSE,IsMasterProtein,E9Q6R7,Protein Utrn OS=Mus musculus GN=Utrn PE=1 SV=1,33.4985422740525,98,132,95,1,3430,392.461,5.33,1.46,1.41,1.13,13.37,12.92,19.76,,98,0,0,Green,234.082831482436
FALSE,IsMasterProtein,G3UW82,"MCG140437, isoform CRA_d OS=Mus musculus GN=Myh2 PE=1 SV=1",24.3048403707518,53,126,52,1,1942,223.081,5.77,0.38,4.19,0.55,63.78,141.41,51,,53,0,0,Green,232.798241388765
FALSE,IsMasterProtein,E9PWQ3,Protein Col6a3 OS=Mus musculus GN=Col6a3 PE=1 SV=2,28.1668696711328,72,100,71,1,3284,353.713,6.93,1.49,1.81,1.02,20.05,33.32,28.48,,72,0,0,Green,232.314241090043
FALSE,IsMasterProtein,Q8BGQ7,"Alanine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Aars PE=1 SV=1",69.6280991735537,52,115,51,1,968,106.841,5.67,1.61,1.38,1.36,17.31,17.4,16.71,,52,0,0,Green,230.537942292617
FALSE,IsMasterProtein,Q3UHQ5,Putative uncharacterized protein OS=Mus musculus GN=Gcn1l1 PE=2 SV=1,33.8824410333209,70,95,70,1,2671,292.805,7.27,1.44,1.39,1.16,45.29,17.71,14.1,,70,0,0,Green,228.786082656769
FALSE,IsMasterProtein,Q8K010,5-oxoprolinase OS=Mus musculus GN=Oplah PE=1 SV=1,49.6894409937888,53,115,53,1,1288,137.525,6.28,1.55,1.43,1.17,10.79,24.44,15.49,,53,0,0,Green,228.712320932066
FALSE,IsMasterProtein,Q91YI0,Argininosuccinate lyase OS=Mus musculus GN=Asl PE=1 SV=1,87.5,44,184,43,1,464,51.707,6.96,1.34,1.25,1.15,17.3,22.49,16.96,,44,0,0,Green,228.53919884794
FALSE,IsMasterProtein,Q8CAQ8-2,Isoform 2 of MICOS complex subunit Mic60 OS=Mus musculus GN=Immt,72.5201072386059,61,124,61,1,746,82.878,6.61,1.18,1.68,1.28,19.76,18.53,20.75,,61,0,0,Green,228.513001151707
FALSE,IsMasterProtein,P97807,"Fumarate hydratase, mitochondrial OS=Mus musculus GN=Fh PE=1 SV=3",77.120315581854,38,139,38,1,507,54.322,9.04,1.44,1.64,1.35,23.84,34.93,27.09,,38,0,0,Green,228.486759061944
FALSE,IsMasterProteinCandidate,P97807-2,"Isoform Cytoplasmic of Fumarate hydratase, mitochondrial OS=Mus musculus GN=Fh",83.7259100642398,38,139,38,1,467,50.021,7.94,1.44,1.64,1.35,23.84,34.93,27.09,,38,0,0,Green,228.486759061944
FALSE,IsMasterProtein,P49429,4-hydroxyphenylpyruvate dioxygenase OS=Mus musculus GN=Hpd PE=1 SV=3,82.6972010178117,37,209,37,1,393,45.026,7.06,1.48,1.29,1.23,18.49,19.95,16.71,,37,0,0,Green,226.110187583815
FALSE,IsMasterProtein,Q9JIF7,Coatomer subunit beta OS=Mus musculus GN=Copb1 PE=1 SV=1,58.0272822665268,53,112,51,1,953,106.998,6,1.45,1.38,1.17,13.77,11.43,19.86,,53,0,0,Green,225.680602492277
FALSE,IsMasterProtein,Q91ZJ5,UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus GN=Ugp2 PE=1 SV=3,75.9842519685039,46,186,45,1,508,56.944,7.61,1.46,1.48,1.22,8.3,18.93,23.59,,46,0,0,Green,224.89113580564
FALSE,IsMasterProtein,P35492,Histidine ammonia-lyase OS=Mus musculus GN=Hal PE=1 SV=1,77.4733637747336,47,184,47,1,657,72.212,6.34,1.46,1.23,1.1,25.48,30.82,23.75,,47,0,0,Green,224.83733780255
FALSE,IsMasterProtein,Q99J08,SEC14-like protein 2 OS=Mus musculus GN=Sec14l2 PE=1 SV=1,88.5856079404467,38,113,38,1,403,46.271,7.11,1.61,1.28,1.11,24.42,21.39,22.89,,38,0,0,Green,224.807164245898
FALSE,IsMasterProtein,Q9EQK5,Major vault protein OS=Mus musculus GN=Mvp PE=1 SV=4,68.2926829268293,47,89,47,1,861,95.865,5.59,1.76,1.52,1.3,17.27,14.6,27.63,,47,0,0,Green,224.631648221049
FALSE,IsMasterProtein,Q9QXD6,"Fructose-1,6-bisphosphatase 1 OS=Mus musculus GN=Fbp1 PE=1 SV=3",75.1479289940828,33,333,33,1,338,36.889,6.57,1.53,1.41,1.23,16.24,17.75,21.24,,33,0,0,Green,224.399253407748
FALSE,IsMasterProtein,P11725,"Ornithine carbamoyltransferase, mitochondrial OS=Mus musculus GN=Otc PE=1 SV=1",85.8757062146893,27,187,27,1,354,39.74,8.73,1.6,1.33,1.14,16.89,19.75,19.97,,27,0,0,Green,224.113205895057
FALSE,IsMasterProtein,Q99K51,Plastin-3 OS=Mus musculus GN=Pls3 PE=1 SV=3,78.4126984126984,52,101,51,1,630,70.697,5.62,1.55,1.41,1.21,16.61,16.66,25.35,,52,0,0,Green,222.281483559854
FALSE,IsMasterProtein,Q8QZR5,Alanine aminotransferase 1 OS=Mus musculus GN=Gpt PE=1 SV=3,83.4677419354839,40,122,40,1,496,55.107,6.64,1.45,1.3,1.18,17.04,20.68,19.83,,40,0,0,Green,222.23905247389
FALSE,IsMasterProtein,Q91WU0,Carboxylic ester hydrolase OS=Mus musculus GN=Ces1f PE=1 SV=1,74.6880570409982,35,111,35,1,561,61.573,6.48,1.64,1.41,1.18,16.02,20.95,19.49,,35,0,0,Green,221.991955871988
FALSE,IsMasterProtein,Q9Z2V4,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP] OS=Mus musculus GN=Pck1 PE=1 SV=1",88.1028938906752,48,110,48,1,622,69.31,6.6,1.78,1.29,1.08,15.25,37.13,23,,48,0,0,Green,221.937961143793
FALSE,IsMasterProtein,P05784,"Keratin, type I cytoskeletal 18 OS=Mus musculus GN=Krt18 PE=1 SV=5",91.4893617021277,51,200,51,1,423,47.509,5.33,1.94,1.27,1.08,19.41,17.18,16.6,,51,0,0,Green,221.778520848298
FALSE,IsMasterProtein,Q91XD4,Formimidoyltransferase-cyclodeaminase OS=Mus musculus GN=Ftcd PE=1 SV=1,84.2883548983364,41,143,41,1,541,58.902,6.11,1.59,1.28,1.17,14.26,22.44,21.27,,41,0,0,Green,221.076467056371
FALSE,IsMasterProtein,Q542X7,"Chaperonin subunit 2 (Beta), isoform CRA_a OS=Mus musculus GN=Cct2 PE=2 SV=1",80.3738317757009,40,102,40,1,535,57.441,6.4,1.64,1.42,1.2,16.18,15.13,19.04,,40,0,0,Green,219.755228288525
FALSE,IsMasterProtein,Q9EQF5,Dihydropyrimidinase OS=Mus musculus GN=Dpys PE=1 SV=2,75.9152215799615,38,160,37,1,519,56.689,7.2,1.77,1.41,1.14,12.18,20.57,16.9,,38,0,0,Green,218.999960697423
FALSE,IsMasterProtein,P09411,Phosphoglycerate kinase 1 OS=Mus musculus GN=Pgk1 PE=1 SV=4,88.968824940048,45,203,45,1,417,44.522,7.9,1.43,1.42,1.2,10.48,9.64,15.95,,45,0,0,Green,218.93030569375
FALSE,IsMasterProtein,P41216,Long-chain-fatty-acid--CoA ligase 1 OS=Mus musculus GN=Acsl1 PE=1 SV=2,60.9442060085837,46,156,46,1,699,77.901,7.15,1.54,1.59,1.21,17.14,11.69,21.81,,46,0,0,Green,217.707427218134
FALSE,IsMasterProtein,Q99MR8,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Mus musculus GN=Mccc1 PE=1 SV=2",68.7587168758717,42,122,41,1,717,79.293,7.83,1.6,1.49,1.27,16.66,16,20.49,,42,0,0,Green,217.655929173511
FALSE,IsMasterProtein,Q9CZS1,"Aldehyde dehydrogenase X, mitochondrial OS=Mus musculus GN=Aldh1b1 PE=1 SV=1",73.0250481695568,39,110,38,1,519,57.516,7.02,1.26,1.24,1.03,13.17,21.36,20.25,,39,0,0,Green,216.720737751949
FALSE,IsMasterProtein,Q91VD9,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Mus musculus GN=Ndufs1 PE=1 SV=2",71.3892709766162,49,115,49,1,727,79.726,5.72,1.47,1.67,1.19,14.1,9.02,35.23,,49,0,0,Green,216.539849885743
FALSE,IsMasterProtein,Q3UEL5,Urocanate hydratase OS=Mus musculus GN=Uroc1 PE=1 SV=1,66.056338028169,41,174,41,1,710,78.431,7.27,1.43,1.41,1.38,17.06,23.59,52.27,,41,0,0,Green,215.685564017242
FALSE,IsMasterProteinCandidate,Q8VC12,Urocanate hydratase OS=Mus musculus GN=Uroc1 PE=1 SV=2,69.3786982248521,41,174,41,1,676,74.543,7.53,1.43,1.41,1.38,17.06,23.59,52.27,,41,0,0,Green,215.685564017242
FALSE,IsMasterProtein,P40142,Transketolase OS=Mus musculus GN=Tkt PE=1 SV=1,86.677367576244,51,165,51,1,623,67.588,7.5,1.49,1.51,1.21,15.8,25.88,19.1,,51,0,0,Green,215.39683628982
FALSE,IsMasterProtein,P32020,Non-specific lipid-transfer protein OS=Mus musculus GN=Scp2 PE=1 SV=3,78.2449725776965,39,188,38,1,547,59.088,7.44,1.56,1.34,1.37,10.77,23.02,23.16,,39,0,0,Green,215.058884646687
FALSE,IsMasterProtein,Q91W43,"Glycine dehydrogenase (decarboxylating), mitochondrial OS=Mus musculus GN=Gldc PE=1 SV=1",49.8536585365854,49,93,49,1,1025,113.195,7.56,1.53,1.41,1.22,21,28.38,31.75,,49,0,0,Green,214.406196188047
FALSE,IsMasterProtein,P08003,Protein disulfide-isomerase A4 OS=Mus musculus GN=Pdia4 PE=1 SV=3,55.9561128526646,51,112,49,1,638,71.938,5.31,1.67,1.33,1.2,10.81,18.4,17.59,,51,0,0,Green,211.98532022665
FALSE,IsMasterProtein,Q3UPL0,Protein transport protein Sec31A OS=Mus musculus GN=Sec31a PE=1 SV=2,47.8861788617886,50,88,49,1,1230,133.486,6.76,1.5,1.32,1.17,8.93,18.24,17.46,,50,0,0,Green,211.845784058588
FALSE,IsMasterProtein,Q8C338,Isocitrate dehydrogenase [NADP] OS=Mus musculus GN=Idh1 PE=2 SV=1,87.2037914691943,43,217,43,1,422,47.515,6.93,1.47,1.38,1.22,11.45,17.09,18.32,,43,0,0,Green,211.44486593034
FALSE,IsMasterProtein,P06745,Glucose-6-phosphate isomerase OS=Mus musculus GN=Gpi PE=1 SV=4,70.2508960573477,42,110,40,1,558,62.727,8.13,1.36,1.57,1.14,8.56,12.3,23.01,,42,0,0,Green,210.427871199746
FALSE,IsMasterProtein,Q8CHT0,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3",80.4270462633452,44,201,44,1,562,61.802,8.24,1.49,1.43,1.21,14.41,17.16,21.22,,44,0,0,Green,209.072193873523
FALSE,IsMasterProteinCandidate,P63260,"Actin, cytoplasmic 2 OS=Mus musculus GN=Actg1 PE=1 SV=1",76.8,30,309,29,1,375,41.766,5.48,1.43,1.66,1.09,10.67,37.43,12.4,,30,0,0,Green,209.013137415972
FALSE,IsMasterProtein,P60710,"Actin, cytoplasmic 1 OS=Mus musculus GN=Actb PE=1 SV=1",76.8,30,309,29,1,375,41.71,5.48,1.43,1.66,1.09,10.67,37.43,12.4,,30,0,0,Green,209.013137415972
FALSE,IsMasterProtein,Q64374,Regucalcin OS=Mus musculus GN=Rgn PE=1 SV=1,94.314381270903,34,417,32,1,299,33.385,5.34,1.76,1.38,1.17,14.8,17.04,19,,34,0,0,Green,208.667097496115
FALSE,IsMasterProtein,Q6ZQ38,Cullin-associated NEDD8-dissociated protein 1 OS=Mus musculus GN=Cand1 PE=1 SV=2,42.7642276422764,48,78,48,1,1230,136.245,5.78,1.54,1.45,1.22,13.58,10.45,19.26,,48,0,0,Green,207.805901252677
FALSE,IsMasterProtein,P05202,"Aspartate aminotransferase, mitochondrial OS=Mus musculus GN=Got2 PE=1 SV=1",84.1860465116279,45,195,45,1,430,47.381,9,1.53,1.47,1.23,14.66,14.03,18.54,,45,0,0,Green,207.305987488164
FALSE,IsMasterProtein,Q8VDN2,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Mus musculus GN=Atp1a1 PE=1 SV=1,48.5826001955034,48,114,47,1,1023,112.91,5.45,1.28,1.45,1.24,17.54,17.4,21.66,,48,0,0,Green,207.278422975129
FALSE,IsMasterProtein,P20029,78 kDa glucose-regulated protein OS=Mus musculus GN=Hspa5 PE=1 SV=3,64.8854961832061,57,225,57,1,655,72.377,5.16,1.52,1.32,1.11,13.72,11.25,15.76,,57,0,0,Green,206.9353839632
FALSE,IsMasterProtein,O35488,Very long-chain acyl-CoA synthetase OS=Mus musculus GN=Slc27a2 PE=1 SV=2,69.1935483870968,53,115,53,1,620,70.378,8.9,1.12,1.44,1.18,21.78,19.59,23.78,,53,0,0,Green,205.587924527433
FALSE,IsMasterProtein,Q00519,Xanthine dehydrogenase/oxidase OS=Mus musculus GN=Xdh PE=1 SV=5,48.3895131086142,60,100,59,1,1335,146.468,7.56,1.48,1.54,1.3,18.2,37.58,15.23,,60,0,0,Green,205.533474331819
FALSE,IsMasterProtein,Q99JY0,"Trifunctional enzyme subunit beta, mitochondrial OS=Mus musculus GN=Hadhb PE=1 SV=1",77.2631578947369,39,140,37,1,475,51.353,9.38,1.57,1.64,1.22,8.71,13.39,20.56,,39,0,0,Green,202.164180163742
FALSE,IsMasterProtein,P05201,"Aspartate aminotransferase, cytoplasmic OS=Mus musculus GN=Got1 PE=1 SV=3",92.4939467312349,35,148,35,1,413,46.219,7.14,1.45,1.36,1.13,22.24,11.77,20.43,,35,0,0,Green,201.059372887762
FALSE,IsMasterProtein,Q61598,Rab GDP dissociation inhibitor beta OS=Mus musculus GN=Gdi2 PE=1 SV=1,82.9213483146067,40,87,39,1,445,50.505,6.25,1.54,1.49,1.24,17.62,14.72,24.94,,40,0,0,Green,200.961033875579
FALSE,IsMasterProtein,Q9D6Y9,"1,4-alpha-glucan-branching enzyme OS=Mus musculus GN=Gbe1 PE=1 SV=1",60.968660968661,47,112,47,1,702,80.313,6.43,1.36,1.51,1.27,10.06,21.74,26.74,,47,0,0,Green,200.941942862831
FALSE,IsMasterProtein,Q58E64,Elongation factor 1-alpha OS=Mus musculus GN=Eef1a1 PE=2 SV=1,71.4285714285714,43,319,41,1,462,50.082,9.01,1.48,1.37,1.2,13.68,16.05,16.23,,43,0,0,Green,200.700691100019
FALSE,IsMasterProtein,P51660,Peroxisomal multifunctional enzyme type 2 OS=Mus musculus GN=Hsd17b4 PE=1 SV=3,58.6394557823129,41,114,41,1,735,79.432,8.57,1.41,1.32,1.29,8.56,19.7,23.61,,41,0,0,Green,200.145601419037
FALSE,IsMasterProtein,Q9JI91,Alpha-actinin-2 OS=Mus musculus GN=Actn2 PE=1 SV=2,58.7248322147651,48,93,48,1,894,103.768,5.45,0.22,4.77,0.48,54.89,131.67,77,,48,0,0,Green,199.014835967261
FALSE,IsMasterProtein,P68372,Tubulin beta-4B chain OS=Mus musculus GN=Tubb4b PE=1 SV=1,75.9550561797753,31,172,31,1,445,49.799,4.89,1.52,1.48,1.16,17.07,29.98,24.58,,31,0,0,Green,198.796492149617
FALSE,IsMasterProtein,Q9CWJ9,Bifunctional purine biosynthesis protein PURH OS=Mus musculus GN=Atic PE=1 SV=2,80.5743243243243,40,68,40,1,592,64.177,6.76,1.67,1.55,1.27,17.9,16.11,17.88,,40,0,0,Green,198.769328598532
FALSE,IsMasterProtein,Q99MN9,"Propionyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus GN=Pccb PE=1 SV=2",78.003696857671,34,96,34,1,541,58.372,7.66,1.52,1.48,1.23,11.87,14.52,34.8,,34,0,0,Green,198.177751974308
FALSE,IsMasterProtein,Q9JKR6,Hypoxia up-regulated protein 1 OS=Mus musculus GN=Hyou1 PE=1 SV=1,54.1541541541542,59,105,57,1,999,111.112,5.19,1.56,1.33,1.14,16.31,9.76,14.72,,59,0,0,Green,197.317693801088
FALSE,IsMasterProtein,P61922,"4-aminobutyrate aminotransferase, mitochondrial OS=Mus musculus GN=Abat PE=1 SV=1",79.2,35,102,34,1,500,56.416,8.09,1.35,1.47,1.28,21.66,26.79,33.68,,35,0,0,Green,197.067223669779
FALSE,IsMasterProtein,E9Q557,Desmoplakin OS=Mus musculus GN=Dsp PE=1 SV=1,32.9517863336802,93,124,84,1,2883,332.706,6.8,1.64,1.35,1.17,11.58,20.52,16.18,,93,0,0,Green,196.847016935761
FALSE,IsMasterProtein,Q3TS38,UDP-glucose 6-dehydrogenase OS=Mus musculus GN=Ugdh PE=2 SV=1,88.8438133874239,41,98,40,1,493,54.797,7.56,1.36,1.5,1.47,15.38,22.98,26.73,,41,0,0,Green,196.520414525084
FALSE,IsMasterProtein,P27773,Protein disulfide-isomerase A3 OS=Mus musculus GN=Pdia3 PE=1 SV=2,75.049504950495,53,168,52,1,505,56.643,6.21,1.63,1.33,1.15,12.36,16.59,16.29,,53,0,0,Green,196.341361589183
FALSE,IsMasterProtein,Q9CPY7,Cytosol aminopeptidase OS=Mus musculus GN=Lap3 PE=1 SV=3,85.3564547206166,35,123,35,1,519,56.106,7.72,3,2.58,2.31,21.51,23.24,19.7,,35,0,0,Green,196.276342577986
FALSE,IsMasterProtein,Q91Y97,Fructose-bisphosphate aldolase B OS=Mus musculus GN=Aldob PE=1 SV=3,95.8791208791209,42,402,40,1,364,39.482,8.27,1.38,1.23,1.28,16.66,25.49,23.1,,42,0,0,Green,195.858432773841
FALSE,IsMasterProtein,Q6P5E4,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus GN=Uggt1 PE=1 SV=4,43.3268858800774,49,71,48,1,1551,176.323,5.62,1.57,1.61,1.29,20.33,27.81,23.5,,49,0,0,Green,194.589075798786
FALSE,IsMasterProtein,P48678,Prelamin-A/C OS=Mus musculus GN=Lmna PE=1 SV=2,71.5789473684211,56,120,54,1,665,74.193,6.98,1.64,1.4,1.1,14.91,12.23,17.15,,56,0,0,Green,194.161033372548
FALSE,IsMasterProtein,O35643,AP-1 complex subunit beta-1 OS=Mus musculus GN=Ap1b1 PE=1 SV=2,62.1420996818664,55,98,54,1,943,103.869,5.17,1.52,1.39,1.11,16.37,13.6,26.35,,55,0,0,Green,193.155554981362
FALSE,IsMasterProtein,P52825,"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Mus musculus GN=Cpt2 PE=1 SV=2",73.4042553191489,44,95,43,1,658,73.934,8.37,1.43,1.52,1.26,6.44,15.12,20.22,,44,0,0,Green,192.951862532139
FALSE,IsMasterProtein,Q8VDM4,26S proteasome non-ATPase regulatory subunit 2 OS=Mus musculus GN=Psmd2 PE=1 SV=1,59.6916299559471,46,86,46,1,908,100.139,5.17,1.48,1.55,1.21,17.31,56.12,20.45,,46,0,0,Green,191.660351434338
FALSE,IsMasterProtein,Q3ULD5,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus GN=Mccc2 PE=1 SV=1",66.785079928952,35,65,35,1,563,61.34,8,1.59,1.49,1.13,21.08,15.24,37.4,,35,0,0,Green,190.810314719517
FALSE,IsMasterProtein,Q8BHN3-2,Isoform 2 of Neutral alpha-glucosidase AB OS=Mus musculus GN=Ganab,58.3850931677019,44,92,44,1,966,109.335,6.15,1.52,1.34,1.14,18.05,14.3,15.04,,44,0,0,Green,190.681324802787
FALSE,IsMasterProtein,P16332,"Methylmalonyl-CoA mutase, mitochondrial OS=Mus musculus GN=Mut PE=1 SV=2",68.3155080213904,44,97,44,1,748,82.792,6.89,1.65,1.42,1.26,27.55,22.9,29.89,,44,0,0,Green,190.228708905853
FALSE,IsMasterProtein,Q6GT24,Peroxiredoxin 6 OS=Mus musculus GN=Prdx6 PE=1 SV=1,92.8571428571429,29,195,29,1,224,24.811,6.37,1.47,1.46,1.3,15.14,22.05,17.89,,29,0,0,Green,189.493264486552
FALSE,IsMasterProtein,P01029,Complement C4-B OS=Mus musculus GN=C4b PE=1 SV=3,37.6294591484465,50,75,49,1,1738,192.794,7.53,1.52,1.42,1.34,14.31,18.44,22.93,,50,0,0,Green,188.8374745579
FALSE,IsMasterProtein,O09173,"Homogentisate 1,2-dioxygenase OS=Mus musculus GN=Hgd PE=1 SV=2",85.1685393258427,33,171,33,1,445,49.928,7.24,1.51,1.3,1.21,21.92,19.1,39.71,,33,0,0,Green,188.776625560059
FALSE,IsMasterProtein,Q99LC5,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus GN=Etfa PE=1 SV=2",78.3783783783784,27,131,27,1,333,34.988,8.38,1.61,1.52,1.18,16.34,15.25,20.86,,27,0,0,Green,188.527664196253
FALSE,IsMasterProtein,P50431,"Serine hydroxymethyltransferase, cytosolic OS=Mus musculus GN=Shmt1 PE=1 SV=3",78.2426778242678,34,122,34,1,478,52.567,6.95,1.55,1.45,1.22,14.65,21.88,21.49,,34,0,0,Green,187.913933885697
FALSE,IsMasterProtein,Q91VA0,"Acyl-coenzyme A synthetase ACSM1, mitochondrial OS=Mus musculus GN=Acsm1 PE=1 SV=1",74.1710296684119,37,131,34,1,573,64.719,7.17,1.81,1.43,1.21,21.82,25.88,18.74,,37,0,0,Green,187.552141209957
FALSE,IsMasterProtein,Q8JZR0,Long-chain-fatty-acid--CoA ligase 5 OS=Mus musculus GN=Acsl5 PE=1 SV=1,60.0292825768668,40,102,38,1,683,76.157,7.09,1.03,1.5,1.44,32,14.15,31.55,,40,0,0,Green,187.515600083436
FALSE,IsMasterProtein,Q61233,Plastin-2 OS=Mus musculus GN=Lcp1 PE=1 SV=4,71.9298245614035,37,82,37,1,627,70.105,5.33,1.66,1.54,1.39,13.2,16.77,19.93,,37,0,0,Green,186.691326879064
FALSE,IsMasterProtein,Q9CQN1,"Heat shock protein 75 kDa, mitochondrial OS=Mus musculus GN=Trap1 PE=1 SV=1",63.7393767705383,44,103,43,1,706,80.159,6.68,1.51,1.42,1.23,15.73,11.76,15.91,,44,0,0,Green,186.176159658116
FALSE,IsMasterProtein,Q07417,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acads PE=1 SV=2",85.6796116504854,31,111,31,1,412,44.861,8.47,1.52,1.41,1.23,17.59,25.03,23.41,,31,0,0,Green,186.06804742147
FALSE,IsMasterProtein,Q6A0F1,MKIAA0002 protein (Fragment) OS=Mus musculus GN=Cct8 PE=2 SV=1,83.0630630630631,46,86,46,1,555,60.19,5.62,1.61,1.41,1.18,8.85,13.44,18.62,,46,0,0,Green,186.040631298885
FALSE,IsMasterProteinCandidate,Q3UL22,"Chaperonin subunit 8 (Theta), isoform CRA_a OS=Mus musculus GN=Cct8 PE=2 SV=1",84.1240875912409,46,86,46,1,548,59.518,5.62,1.61,1.41,1.18,8.85,13.44,18.62,,46,0,0,Green,186.040631298885
FALSE,IsMasterProtein,Q3UEM0,"MCG9091, isoform CRA_d OS=Mus musculus GN=Akr1c6 PE=2 SV=1",94.7368421052632,39,230,36,1,323,37.024,8.28,1.77,1.35,1.22,17.52,17.54,18.93,,39,0,0,Green,186.040560293575
FALSE,IsMasterProtein,Q790I0,"Valyl-tRNA synthetase 2, isoform CRA_b OS=Mus musculus GN=Vars PE=3 SV=1",53.6025336500396,56,86,56,1,1263,140.127,7.77,1.46,1.38,1.18,11.32,12.95,18.24,,56,0,0,Green,185.669499303454
FALSE,IsMasterProtein,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 OS=Mus musculus GN=Atp2a1 PE=1 SV=1,45.0704225352113,45,91,42,1,994,109.355,5.22,0.71,4.32,0.7,40.17,137.92,31.65,,45,0,0,Green,185.274129826985
FALSE,IsMasterProtein,Q8K370,Acyl-CoA dehydrogenase family member 10 OS=Mus musculus GN=Acad10 PE=1 SV=1,52.1047708138447,47,69,47,1,1069,118.903,8.24,1.54,1.41,1.15,11.06,15.24,19.31,,47,0,0,Green,184.466974114754
FALSE,IsMasterProtein,Q9WU78,Programmed cell death 6-interacting protein OS=Mus musculus GN=Pdcd6ip PE=1 SV=3,61.5650172612198,50,77,49,1,869,95.964,6.52,1.45,1.36,1.21,13.92,13.79,13.28,,50,0,0,Green,183.90044272688
FALSE,IsMasterProtein,Q8CIM7,Cytochrome P450 2D26 OS=Mus musculus GN=Cyp2d26 PE=1 SV=1,70.6,35,114,35,1,500,56.939,6.64,1.1,1.44,1.24,22.71,14.99,23.61,,35,0,0,Green,183.051536211745
FALSE,IsMasterProtein,E9Q4K7,Kinesin-like protein OS=Mus musculus GN=Kif13b PE=1 SV=1,33.9663591969615,51,74,51,1,1843,204.448,5.8,1.51,1.35,1.19,17.85,22.73,15.41,,51,0,0,Green,182.884364046401
FALSE,IsMasterProteinCandidate,Q3TWE3,Protein disulfide-isomerase OS=Mus musculus GN=P4hb PE=2 SV=1,78.3889980353635,55,266,53,1,509,57.051,4.88,1.48,1.37,1.2,11.17,12.69,16.98,,55,0,0,Green,182.35982874597
FALSE,IsMasterProtein,P09103,Protein disulfide-isomerase OS=Mus musculus GN=P4hb PE=1 SV=2,78.3889980353635,55,266,53,1,509,57.023,4.88,1.48,1.37,1.2,11.17,12.69,16.98,,55,0,0,Green,182.35982874597
FALSE,IsMasterProteinCandidate,Q3THC3,Protein disulfide-isomerase OS=Mus musculus GN=P4hb PE=2 SV=1,78.3889980353635,55,266,53,1,509,57.053,4.88,1.48,1.37,1.2,11.17,12.69,16.98,,55,0,0,Green,182.35982874597
FALSE,IsMasterProteinCandidate,Q3TF72,Protein disulfide-isomerase OS=Mus musculus GN=P4hb PE=2 SV=1,78.3889980353635,55,266,53,1,509,57.053,4.88,1.48,1.37,1.2,11.17,12.69,16.98,,55,0,0,Green,182.35982874597
FALSE,IsMasterProtein,Q3TXS7,26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus GN=Psmd1 PE=1 SV=1,64.5330535152151,49,82,48,1,953,105.663,5.39,1.56,1.61,1.4,27.38,40.63,43.97,,49,0,0,Green,182.245259662363
FALSE,IsMasterProtein,P16331,Phenylalanine-4-hydroxylase OS=Mus musculus GN=Pah PE=1 SV=4,82.7814569536424,40,135,40,1,453,51.867,6.3,1.64,1.34,1.21,17.86,22.51,21.48,,40,0,0,Green,181.68051152675
FALSE,IsMasterProtein,Q8VCW8,"Acyl-CoA synthetase family member 2, mitochondrial OS=Mus musculus GN=Acsf2 PE=1 SV=1",76.4227642276423,40,92,40,1,615,67.907,8.18,1.41,1.33,1.16,11.47,24.27,25.22,,40,0,0,Green,181.385010600381
FALSE,IsMasterProteinCandidate,Q3TUU3,Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Acaa1b PE=2 SV=1,78.0788177339901,28,124,27,1,406,42,8.37,1.53,1.55,1.62,17.58,24.47,37.55,,28,0,0,Green,180.711871105711
FALSE,IsMasterProtein,Q8VCH0,"3-ketoacyl-CoA thiolase B, peroxisomal OS=Mus musculus GN=Acaa1b PE=1 SV=1",74.7641509433962,28,124,27,1,424,43.968,8.51,1.53,1.55,1.62,17.58,24.47,37.55,,28,0,0,Green,180.711871105711
